avg,cen
69.85857142857142,68.27
62.88142857142857,58.38
56.42285714285714,53.13
52.30285714285714,45.88
49.48714285714287,36.34
48.40000000000001,40.42
46.182857142857145,42.22
44.51714285714286,34.44
45.30857142857143,29.44
66.4042857142857,55.6
94.03428571428572,88.63
114.86428571428571,118.42
134.0914285714286,147.11
150.51285714285714,161.13
153.21000000000004,170.6
155.36714285714285,173.1
152.4842857142857,170.7
146.19714285714286,164.47
133.86714285714285,154.54
131.41857142857143,142.11
119.68857142857142,119.96
102.08428571428571,114.23
94.40857142857143,96.51
85.63428571428571,91.13
