avg,cen
416.48545454545456,392.43
416.6390909090909,375.56
393.96636363636367,353.03
389.07727272727277,342.18
372.2481818181819,323.2
360.7409090909091,329.58
364.6736363636364,339.93
408.4890909090909,378.35
445.13000000000005,434.51
497.5436363636364,500.53
545.039090909091,526.69
565.8454545454545,541.34
572.4590909090908,530.74
580.750909090909,528.49
587.5945454545455,539.4
600.5018181818182,557.71
611.9345454545454,634.33
599.1290909090909,583.35
578.3463636363635,568.35
549.0745454545455,541.9
507.82000000000005,478.63
461.4827272727273,436.58
424.1036363636364,383.98
401.4463636363636,379.12
