0,1,2,time,week
228.82,392.43,32.35,2019-04-20 00:00:00,6
224.53,375.56,32.35,2019-04-20 01:00:00,6
224.18,353.03,32.35,2019-04-20 02:00:00,6
223.1,342.18,35.29,2019-04-20 03:00:00,6
221.65,323.2,35.29,2019-04-20 04:00:00,6
225.45,329.58,35.29,2019-04-20 05:00:00,6
233.53,339.93,38.24,2019-04-20 06:00:00,6
241.1,378.35,35.29,2019-04-20 07:00:00,6
247.68,434.51,29.41,2019-04-20 08:00:00,6
253.62,500.53,29.41,2019-04-20 09:00:00,6
262.77,526.69,26.47,2019-04-20 10:00:00,6
270.6,541.34,26.47,2019-04-20 11:00:00,6
276.82,530.74,23.53,2019-04-20 12:00:00,6
280.73,528.49,20.59,2019-04-20 13:00:00,6
279.87,539.4,23.53,2019-04-20 14:00:00,6
281.67,557.71,23.53,2019-04-20 15:00:00,6
287.43,634.33,17.65,2019-04-20 16:00:00,6
279.78,583.35,17.65,2019-04-20 17:00:00,6
279.67,568.35,17.65,2019-04-20 18:00:00,6
274.82,541.9,23.53,2019-04-20 19:00:00,6
266.03,478.63,26.47,2019-04-20 20:00:00,6
264.6,436.58,26.47,2019-04-20 21:00:00,6
243.07,383.98,29.41,2019-04-20 22:00:00,6
235.73,379.12,32.35,2019-04-20 23:00:00,6
234.1,406.34,26.47,2019-04-27 00:00:00,6
234.53,393.42,29.41,2019-04-27 01:00:00,6
229.0,403.38,32.35,2019-04-27 02:00:00,6
226.3,402.82,32.35,2019-04-27 03:00:00,6
228.75,370.32,32.35,2019-04-27 04:00:00,6
224.92,325.63,29.41,2019-04-27 05:00:00,6
222.73,307.43,32.35,2019-04-27 06:00:00,6
237.9,402.11,29.41,2019-04-27 07:00:00,6
257.53,493.27,26.47,2019-04-27 08:00:00,6
267.4,562.25,23.53,2019-04-27 09:00:00,6
282.08,578.35,23.53,2019-04-27 10:00:00,6
285.88,602.61,26.47,2019-04-27 11:00:00,6
292.82,592.36,26.47,2019-04-27 12:00:00,6
292.83,568.77,23.53,2019-04-27 13:00:00,6
300.18,577.85,20.59,2019-04-27 14:00:00,6
300.38,633.27,20.59,2019-04-27 15:00:00,6
302.07,693.66,23.53,2019-04-27 16:00:00,6
286.62,644.89,20.59,2019-04-27 17:00:00,6
279.03,631.23,20.59,2019-04-27 18:00:00,6
273.37,574.33,20.59,2019-04-27 19:00:00,6
262.13,492.43,23.53,2019-04-27 20:00:00,6
254.52,433.31,23.53,2019-04-27 21:00:00,6
243.08,449.82,23.53,2019-04-27 22:00:00,6
240.52,418.45,29.41,2019-04-27 23:00:00,6
227.78,388.94,29.41,2019-05-04 00:00:00,6
230.57,414.96,32.35,2019-05-04 01:00:00,6
229.78,371.73,35.29,2019-05-04 02:00:00,6
222.65,317.32,35.29,2019-05-04 03:00:00,6
216.87,284.23,35.29,2019-05-04 04:00:00,6
219.12,313.31,35.29,2019-05-04 05:00:00,6
223.98,336.37,35.29,2019-05-04 06:00:00,6
237.27,359.33,35.29,2019-05-04 07:00:00,6
234.13,397.57,29.41,2019-05-04 08:00:00,6
239.1,445.92,26.47,2019-05-04 09:00:00,6
244.75,510.56,26.47,2019-05-04 10:00:00,6
254.73,545.74,26.47,2019-05-04 11:00:00,6
256.88,517.68,26.47,2019-05-04 12:00:00,6
252.4,514.05,26.47,2019-05-04 13:00:00,6
254.03,558.45,23.53,2019-05-04 14:00:00,6
257.58,578.38,23.53,2019-05-04 15:00:00,6
257.33,606.3,20.59,2019-05-04 16:00:00,6
253.45,599.08,20.59,2019-05-04 17:00:00,6
249.47,582.36,20.59,2019-05-04 18:00:00,6
251.4,528.98,26.47,2019-05-04 19:00:00,6
248.47,497.64,20.59,2019-05-04 20:00:00,6
246.62,485.21,26.47,2019-05-04 21:00:00,6
