avg,cen
114.65400000000002,120.23
115.49000000000001,122.59
114.86500000000001,125.97
113.498,114.24
113.59399999999998,110.02
115.662,116.65
113.90299999999999,115.57
113.78399999999999,117.18
109.51000000000002,113.39
105.41000000000001,106.51
113.70700000000002,121.12
119.44299999999998,124.39
123.00999999999999,126.57
123.25,128.46
124.33500000000001,133.9
122.982,132.03
122.56400000000001,127.54
121.064,124.12
120.391,123.1
120.58599999999998,122.11
119.22099999999998,121.13
117.6,122.37
119.803,121.56
116.86100000000002,120.15
