avg,cen
38.218666666666664,42.35
36.95,40.65
35.447333333333326,39.67
34.473333333333336,37.94
33.462,36.03
32.944,34.94
31.672666666666668,32.39
34.85266666666667,37.47
40.403333333333336,44.94
43.96,48.48
48.272000000000006,55.83
53.30333333333333,59.8
56.050000000000004,61.52
60.39533333333334,65.42
63.33266666666667,67.35
65.17333333333333,67.96
65.302,69.04
61.39333333333334,67.48
56.134,60.48
50.60733333333333,52.54
47.13200000000001,48.94
43.298,46.61
40.57,45.42
38.83333333333334,42.57
