campus,bldgno,bldgname,Year,Month,Day,Hour,cold,wash_cold
Tempe,57MF,Phys Sci Res Lab,2019,2,28,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,2,28,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,2,28,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,2,28,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,2,28,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,2,28,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,2,28,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,2,28,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,1,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,2,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,3,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,4,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,5,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,6,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,7,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,8,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,9,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,10,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,11,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,12,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,13,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,22,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,14,23,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,0,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,1,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,2,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,3,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,4,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,5,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,6,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,7,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,8,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,9,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,10,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,11,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,12,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,13,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,14,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,15,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,16,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,17,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,18,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,19,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,20,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,21,0.0,0.0
Tempe,57MF,Phys Sci Res Lab,2019,3,15,22,0.0,0.0
