campus,bldgno,bldgname,Year,Month,Day,Hour,ele,cold,wash_ele,wash_cold
Polytechnic,790,Technology Center,2019,1,1,0,63.5,20.35211267605634,63.5,20.35211267605634
Polytechnic,790,Technology Center,2019,1,1,1,63.54,20.457746478873247,63.54,20.457746478873247
Polytechnic,790,Technology Center,2019,1,1,2,63.58,20.915492957746483,63.58,20.915492957746483
Polytechnic,790,Technology Center,2019,1,1,3,63.68,20.457746478873247,63.68,20.457746478873247
Polytechnic,790,Technology Center,2019,1,1,4,63.37,21.02112676056338,63.37,21.02112676056338
Polytechnic,790,Technology Center,2019,1,1,5,62.74,21.37323943661972,62.74,21.37323943661972
Polytechnic,790,Technology Center,2019,1,1,6,65.67,26.19718309859155,65.67,26.19718309859155
Polytechnic,790,Technology Center,2019,1,1,7,67.1,39.33098591549296,67.1,39.33098591549296
Polytechnic,790,Technology Center,2019,1,1,8,71.27,40.52816901408449,71.27,40.52816901408449
Polytechnic,790,Technology Center,2019,1,1,9,72.34,39.85915492957747,72.34,39.85915492957747
Polytechnic,790,Technology Center,2019,1,1,10,71.0,40.387323943661976,71.0,40.387323943661976
Polytechnic,790,Technology Center,2019,1,1,11,72.93,41.09154929577465,72.93,41.09154929577465
Polytechnic,790,Technology Center,2019,1,1,12,70.3,42.464788732394375,70.3,42.464788732394375
Polytechnic,790,Technology Center,2019,1,1,13,70.33,44.08450704225352,70.33,44.08450704225352
Polytechnic,790,Technology Center,2019,1,1,14,70.31,43.76760563380282,70.31,43.76760563380282
Polytechnic,790,Technology Center,2019,1,1,15,70.56,43.66197183098592,70.56,43.66197183098592
Polytechnic,790,Technology Center,2019,1,1,16,70.35,45.70422535211269,70.35,45.70422535211269
Polytechnic,790,Technology Center,2019,1,1,17,70.54,45.598591549295776,70.54,45.598591549295776
Polytechnic,790,Technology Center,2019,1,1,18,71.66,45.0,71.66,45.0
Polytechnic,790,Technology Center,2019,1,1,19,70.87,40.63380281690141,70.87,40.63380281690141
Polytechnic,790,Technology Center,2019,1,1,20,69.11,26.40845070422536,69.11,26.40845070422536
Polytechnic,790,Technology Center,2019,1,1,21,64.05,20.95070422535212,64.05,20.95070422535212
Polytechnic,790,Technology Center,2019,1,1,22,62.75,22.253521126760567,62.75,22.253521126760567
Polytechnic,790,Technology Center,2019,1,1,23,63.15,20.739436619718308,63.15,20.739436619718308
Polytechnic,790,Technology Center,2019,1,2,0,62.95,21.30281690140845,62.95,21.30281690140845
Polytechnic,790,Technology Center,2019,1,2,1,63.0,21.549295774647884,63.0,21.549295774647884
Polytechnic,790,Technology Center,2019,1,2,2,63.21,21.40845070422536,63.21,21.40845070422536
Polytechnic,790,Technology Center,2019,1,2,3,64.21,21.72535211267606,64.21,21.72535211267606
Polytechnic,790,Technology Center,2019,1,2,4,63.62,22.21830985915493,63.62,22.21830985915493
Polytechnic,790,Technology Center,2019,1,2,5,63.08,22.0774647887324,63.08,22.0774647887324
Polytechnic,790,Technology Center,2019,1,2,6,61.52,27.640845070422536,61.52,27.640845070422536
Polytechnic,790,Technology Center,2019,1,2,7,58.58,35.880281690140855,58.58,35.880281690140855
Polytechnic,790,Technology Center,2019,1,2,8,71.99,28.098591549295783,71.99,28.098591549295783
Polytechnic,790,Technology Center,2019,1,2,9,82.83,35.56338028169015,82.83,35.56338028169015
Polytechnic,790,Technology Center,2019,1,2,10,90.02,40.598591549295776,90.02,40.598591549295776
Polytechnic,790,Technology Center,2019,1,2,11,91.67,36.8661971830986,91.67,36.8661971830986
Polytechnic,790,Technology Center,2019,1,2,12,90.03,41.690140845070424,90.03,41.690140845070424
Polytechnic,790,Technology Center,2019,1,2,13,85.23,34.85915492957747,85.23,34.85915492957747
Polytechnic,790,Technology Center,2019,1,2,14,85.38,32.81690140845071,85.38,32.81690140845071
Polytechnic,790,Technology Center,2019,1,2,15,85.87,33.52112676056339,85.87,33.52112676056339
Polytechnic,790,Technology Center,2019,1,2,16,64.37,26.584507042253524,64.37,26.584507042253524
