campus,bldgno,bldgname,Year,Month,Day,Hour,ele,cold,wash_ele,wash_cold
Polytechnic,827A,Santa Catalina,2019,1,1,0,94.95,0.4225352112676057,94.95,0.4225352112676057
Polytechnic,827A,Santa Catalina,2019,1,1,1,94.27,0.3873239436619719,94.27,0.3873239436619719
Polytechnic,827A,Santa Catalina,2019,1,1,2,93.62,0.3873239436619719,93.62,0.3873239436619719
Polytechnic,827A,Santa Catalina,2019,1,1,3,97.59,0.6338028169014085,97.59,0.6338028169014085
Polytechnic,827A,Santa Catalina,2019,1,1,4,96.05,0.5985915492957747,96.05,0.5985915492957747
Polytechnic,827A,Santa Catalina,2019,1,1,5,167.84,0.5985915492957747,167.84,0.5985915492957747
Polytechnic,827A,Santa Catalina,2019,1,1,6,399.16,0.5633802816901409,399.16,0.5633802816901409
Polytechnic,827A,Santa Catalina,2019,1,1,7,486.52,0.4929577464788733,486.52,0.4929577464788733
Polytechnic,827A,Santa Catalina,2019,1,1,8,449.56,0.5985915492957747,449.56,0.5985915492957747
Polytechnic,827A,Santa Catalina,2019,1,1,9,396.0,0.5985915492957747,396.0,0.5985915492957747
Polytechnic,827A,Santa Catalina,2019,1,1,10,328.71,0.5633802816901409,328.71,0.5633802816901409
Polytechnic,827A,Santa Catalina,2019,1,1,11,282.8,0.5281690140845071,282.8,0.5281690140845071
Polytechnic,827A,Santa Catalina,2019,1,1,12,268.5,0.5281690140845071,268.5,0.5281690140845071
Polytechnic,827A,Santa Catalina,2019,1,1,13,262.14,0.4929577464788733,262.14,0.4929577464788733
Polytechnic,827A,Santa Catalina,2019,1,1,14,257.46,0.5281690140845071,257.46,0.5281690140845071
Polytechnic,827A,Santa Catalina,2019,1,1,15,252.2,0.5281690140845071,252.2,0.5281690140845071
Polytechnic,827A,Santa Catalina,2019,1,1,16,235.29,0.4225352112676057,235.29,0.4225352112676057
Polytechnic,827A,Santa Catalina,2019,1,1,17,248.89,0.3521126760563381,248.89,0.3521126760563381
Polytechnic,827A,Santa Catalina,2019,1,1,18,293.09,0.24647887323943665,293.09,0.24647887323943665
Polytechnic,827A,Santa Catalina,2019,1,1,19,324.54,0.28169014084507044,324.54,0.28169014084507044
Polytechnic,827A,Santa Catalina,2019,1,1,20,329.84,0.28169014084507044,329.84,0.28169014084507044
Polytechnic,827A,Santa Catalina,2019,1,1,21,337.27,0.24647887323943665,337.27,0.24647887323943665
Polytechnic,827A,Santa Catalina,2019,1,1,22,347.11,0.24647887323943665,347.11,0.24647887323943665
Polytechnic,827A,Santa Catalina,2019,1,1,23,164.34,0.24647887323943665,164.34,0.24647887323943665
Polytechnic,827A,Santa Catalina,2019,1,2,0,101.2,0.28169014084507044,101.2,0.28169014084507044
Polytechnic,827A,Santa Catalina,2019,1,2,1,103.95,0.24647887323943665,103.95,0.24647887323943665
Polytechnic,827A,Santa Catalina,2019,1,2,2,108.37,0.24647887323943665,108.37,0.24647887323943665
