avg,cen
67.97461538461539,71.2
69.75923076923077,76.0
70.08769230769231,77.73
69.55000000000001,77.71
69.83923076923078,77.46
97.74615384615385,101.69
112.17,110.8
113.26461538461538,109.49
110.91307692307693,107.26
109.27769230769232,109.53
103.9876923076923,109.04
100.21615384615384,112.4
91.3276923076923,95.9
86.74846153846153,88.77
87.14999999999999,87.22
83.53538461538461,80.34
81.66153846153846,77.52
79.72461538461538,72.61
79.24692307692308,68.35
78.98538461538462,69.28
78.02,72.59
81.84307692307692,88.35
67.88000000000001,77.12
63.26307692307692,69.62
