,1
p,-12.8
k,10
db,0.8598607646013884
cp,1.4617791730200285
sp,18.632343531920466
gyh_db,0.3490000472821409
gyh_cp,0.06332404127531521
gyh_sp,0.30528278789268226
zb,0.2666517309330698
exemplars,[  3  29  31  37  54  60  79 107 108 121]
labels,"[107 107 107   3 107 108 107 107 107 107 108 107 107 107 107 107 107 107
 107 107 107 107 107 108 107 107 107 107 107  29 107  31 107 108 107 107
 107  37 107 107 107 107 107 107 107 108 108 107 108 107 107 108 107 108
  54 107 108 107 108 107  60 107 108 108 108 108 108 108 107 107 107 107
 108 108 108 107 107 107 108  79 107 108 107 108 107 107 107 107 107 107
 107 107 107 107 107 107 107 108 107 107 108 108 107 108 108 107 108 107
 108 107 108 107 107 107 108 107 107 107 107 107 107 121]"
