0,time,week
56.3,2019-02-23 00:00:00,6
59.0,2019-02-23 01:00:00,6
60.14,2019-02-23 02:00:00,6
61.41,2019-02-23 03:00:00,6
62.63,2019-02-23 04:00:00,6
65.85,2019-02-23 05:00:00,6
73.94,2019-02-23 06:00:00,6
73.97,2019-02-23 07:00:00,6
70.02,2019-02-23 08:00:00,6
58.1,2019-02-23 09:00:00,6
49.12,2019-02-23 10:00:00,6
44.78,2019-02-23 11:00:00,6
38.72,2019-02-23 12:00:00,6
35.21,2019-02-23 13:00:00,6
28.02,2019-02-23 14:00:00,6
27.14,2019-02-23 15:00:00,6
28.25,2019-02-23 16:00:00,6
30.23,2019-02-23 17:00:00,6
34.25,2019-02-23 18:00:00,6
37.42,2019-02-23 19:00:00,6
40.91,2019-02-23 20:00:00,6
43.83,2019-02-23 21:00:00,6
46.77,2019-02-23 22:00:00,6
48.95,2019-02-23 23:00:00,6
41.86,2019-12-28 00:00:00,6
40.84,2019-12-28 01:00:00,6
42.57,2019-12-28 02:00:00,6
42.26,2019-12-28 03:00:00,6
43.19,2019-12-28 04:00:00,6
45.77,2019-12-28 05:00:00,6
51.16,2019-12-28 06:00:00,6
51.6,2019-12-28 07:00:00,6
50.47,2019-12-28 08:00:00,6
47.44,2019-12-28 09:00:00,6
42.28,2019-12-28 10:00:00,6
35.1,2019-12-28 11:00:00,6
32.49,2019-12-28 12:00:00,6
29.19,2019-12-28 13:00:00,6
27.21,2019-12-28 14:00:00,6
30.43,2019-12-28 15:00:00,6
34.77,2019-12-28 16:00:00,6
37.13,2019-12-28 17:00:00,6
40.8,2019-12-28 18:00:00,6
41.75,2019-12-28 19:00:00,6
43.47,2019-12-28 20:00:00,6
46.76,2019-12-28 21:00:00,6
48.12,2019-12-28 22:00:00,6
48.91,2019-12-28 23:00:00,6
53.2,2019-12-29 00:00:00,7
56.31,2019-12-29 01:00:00,7
56.75,2019-12-29 02:00:00,7
59.93,2019-12-29 03:00:00,7
60.34,2019-12-29 04:00:00,7
60.85,2019-12-29 05:00:00,7
63.18,2019-12-29 06:00:00,7
63.49,2019-12-29 07:00:00,7
60.5,2019-12-29 08:00:00,7
55.62,2019-12-29 09:00:00,7
49.85,2019-12-29 10:00:00,7
43.07,2019-12-29 11:00:00,7
37.45,2019-12-29 12:00:00,7
36.86,2019-12-29 13:00:00,7
33.94,2019-12-29 14:00:00,7
35.09,2019-12-29 15:00:00,7
36.14,2019-12-29 16:00:00,7
37.85,2019-12-29 17:00:00,7
41.72,2019-12-29 18:00:00,7
42.95,2019-12-29 19:00:00,7
45.26,2019-12-29 20:00:00,7
46.56,2019-12-29 21:00:00,7
48.0,2019-12-29 22:00:00,7
49.12,2019-12-29 23:00:00,7
