,30
p,-33.7
k,2
db,0.4203960209465618
cp,10.253813371560579
sp,48.78168612763336
gyh_db,0.2849374261605948
gyh_cp,0.9581399832575332
gyh_sp,0.0
zb,0.3820037088946807
exemplars,[3 5]
labels,[3 3 5 3 3 5 3 3 3 3]
