campus,bldgno,bldgname,Year,Month,Day,Hour,ele,wash_ele
Tempe,173B,Agave Hall,2019,1,1,0,53.7,53.7
Tempe,173B,Agave Hall,2019,1,1,1,54.05,54.05
Tempe,173B,Agave Hall,2019,1,1,2,54.85,54.85
Tempe,173B,Agave Hall,2019,1,1,3,55.87,55.87
Tempe,173B,Agave Hall,2019,1,1,4,56.53,56.53
Tempe,173B,Agave Hall,2019,1,1,5,59.78,59.78
Tempe,173B,Agave Hall,2019,1,1,6,63.2,63.2
Tempe,173B,Agave Hall,2019,1,1,7,63.06,63.06
Tempe,173B,Agave Hall,2019,1,1,8,60.97,60.97
Tempe,173B,Agave Hall,2019,1,1,9,64.56,64.56
Tempe,173B,Agave Hall,2019,1,1,10,57.12,57.12
Tempe,173B,Agave Hall,2019,1,1,11,52.52,52.52
Tempe,173B,Agave Hall,2019,1,1,12,56.15,56.15
Tempe,173B,Agave Hall,2019,1,1,13,51.1,51.1
Tempe,173B,Agave Hall,2019,1,1,14,57.22,57.22
Tempe,173B,Agave Hall,2019,1,1,15,56.5,56.5
Tempe,173B,Agave Hall,2019,1,1,16,63.78,63.78
Tempe,173B,Agave Hall,2019,1,1,17,66.94,66.94
Tempe,173B,Agave Hall,2019,1,1,18,67.3,67.3
Tempe,173B,Agave Hall,2019,1,1,19,68.85,68.85
Tempe,173B,Agave Hall,2019,1,1,20,71.08,71.08
Tempe,173B,Agave Hall,2019,1,1,21,65.46,65.46
Tempe,173B,Agave Hall,2019,1,1,22,59.61,59.61
Tempe,173B,Agave Hall,2019,1,1,23,53.48,53.48
Tempe,173B,Agave Hall,2019,1,2,0,52.5,52.5
Tempe,173B,Agave Hall,2019,1,2,1,52.0,52.0
Tempe,173B,Agave Hall,2019,1,2,2,55.51,55.51
Tempe,173B,Agave Hall,2019,1,2,3,55.1,55.1
Tempe,173B,Agave Hall,2019,1,2,4,56.98,56.98
Tempe,173B,Agave Hall,2019,1,2,5,57.21,57.21
Tempe,173B,Agave Hall,2019,1,2,6,61.03,61.03
Tempe,173B,Agave Hall,2019,1,2,7,63.56,63.56
Tempe,173B,Agave Hall,2019,1,2,8,65.73,65.73
Tempe,173B,Agave Hall,2019,1,2,9,60.16,60.16
Tempe,173B,Agave Hall,2019,1,2,10,52.8,52.8
Tempe,173B,Agave Hall,2019,1,2,11,56.44,56.44
Tempe,173B,Agave Hall,2019,1,2,12,64.48,64.48
Tempe,173B,Agave Hall,2019,1,2,13,52.68,52.68
Tempe,173B,Agave Hall,2019,1,2,14,57.37,57.37
Tempe,173B,Agave Hall,2019,1,2,15,63.21,63.21
Tempe,173B,Agave Hall,2019,1,2,16,68.78,68.78
Tempe,173B,Agave Hall,2019,1,2,17,69.63,69.63
Tempe,173B,Agave Hall,2019,1,2,18,71.23,71.23
Tempe,173B,Agave Hall,2019,1,2,19,75.65,75.65
Tempe,173B,Agave Hall,2019,1,2,20,75.16,75.16
Tempe,173B,Agave Hall,2019,1,2,21,75.05,75.05
Tempe,173B,Agave Hall,2019,1,2,22,63.91,63.91
Tempe,173B,Agave Hall,2019,1,2,23,57.35,57.35
Tempe,173B,Agave Hall,2019,1,3,0,59.81,59.81
Tempe,173B,Agave Hall,2019,1,3,1,59.65,59.65
Tempe,173B,Agave Hall,2019,1,3,2,57.5,57.5
Tempe,173B,Agave Hall,2019,1,3,3,58.68,58.68
Tempe,173B,Agave Hall,2019,1,3,4,59.43,59.43
Tempe,173B,Agave Hall,2019,1,3,5,63.28,63.28
Tempe,173B,Agave Hall,2019,1,3,6,65.96,65.96
Tempe,173B,Agave Hall,2019,1,3,7,65.41,65.41
Tempe,173B,Agave Hall,2019,1,3,8,68.21,68.21
Tempe,173B,Agave Hall,2019,1,3,9,63.33,63.33
Tempe,173B,Agave Hall,2019,1,3,10,58.13,58.13
Tempe,173B,Agave Hall,2019,1,3,11,60.91,60.91
Tempe,173B,Agave Hall,2019,1,3,12,55.45,55.45
Tempe,173B,Agave Hall,2019,1,3,13,60.25,60.25
Tempe,173B,Agave Hall,2019,1,3,14,57.68,57.68
Tempe,173B,Agave Hall,2019,1,3,15,61.49,61.49
Tempe,173B,Agave Hall,2019,1,3,16,74.89,74.89
Tempe,173B,Agave Hall,2019,1,3,17,81.54,81.54
Tempe,173B,Agave Hall,2019,1,3,18,74.88,74.88
Tempe,173B,Agave Hall,2019,1,3,19,72.48,72.48
Tempe,173B,Agave Hall,2019,1,3,20,72.2,72.2
Tempe,173B,Agave Hall,2019,1,3,21,72.01,72.01
Tempe,173B,Agave Hall,2019,1,3,22,64.53,64.53
Tempe,173B,Agave Hall,2019,1,3,23,58.58,58.58
Tempe,173B,Agave Hall,2019,1,4,0,58.82,58.82
Tempe,173B,Agave Hall,2019,1,4,1,59.48,59.48
Tempe,173B,Agave Hall,2019,1,4,2,58.86,58.86
Tempe,173B,Agave Hall,2019,1,4,3,58.96,58.96
Tempe,173B,Agave Hall,2019,1,4,4,60.25,60.25
Tempe,173B,Agave Hall,2019,1,4,5,62.56,62.56
Tempe,173B,Agave Hall,2019,1,4,6,63.26,63.26
Tempe,173B,Agave Hall,2019,1,4,7,65.89,65.89
Tempe,173B,Agave Hall,2019,1,4,8,71.47,71.47
Tempe,173B,Agave Hall,2019,1,4,9,67.2,67.2
Tempe,173B,Agave Hall,2019,1,4,10,70.47,70.47
Tempe,173B,Agave Hall,2019,1,4,11,61.39,61.39
Tempe,173B,Agave Hall,2019,1,4,12,59.56,59.56
Tempe,173B,Agave Hall,2019,1,4,13,61.5,61.5
Tempe,173B,Agave Hall,2019,1,4,14,65.31,65.31
Tempe,173B,Agave Hall,2019,1,4,15,67.39,67.39
Tempe,173B,Agave Hall,2019,1,4,16,71.46,71.46
Tempe,173B,Agave Hall,2019,1,4,17,73.74,73.74
Tempe,173B,Agave Hall,2019,1,4,18,96.02,96.02
Tempe,173B,Agave Hall,2019,1,4,19,84.38,84.38
Tempe,173B,Agave Hall,2019,1,4,20,77.15,77.15
Tempe,173B,Agave Hall,2019,1,4,21,76.58,76.58
Tempe,173B,Agave Hall,2019,1,4,22,67.23,67.23
Tempe,173B,Agave Hall,2019,1,4,23,68.59,68.59
Tempe,173B,Agave Hall,2019,1,5,0,63.84,63.84
Tempe,173B,Agave Hall,2019,1,5,1,62.25,62.25
Tempe,173B,Agave Hall,2019,1,5,2,62.4,62.4
Tempe,173B,Agave Hall,2019,1,5,3,62.83,62.83
Tempe,173B,Agave Hall,2019,1,5,4,62.95,62.95
Tempe,173B,Agave Hall,2019,1,5,5,66.75,66.75
Tempe,173B,Agave Hall,2019,1,5,6,67.28,67.28
Tempe,173B,Agave Hall,2019,1,5,7,67.98,67.98
Tempe,173B,Agave Hall,2019,1,5,8,66.75,66.75
Tempe,173B,Agave Hall,2019,1,5,9,67.07,67.07
Tempe,173B,Agave Hall,2019,1,5,10,70.29,70.29
Tempe,173B,Agave Hall,2019,1,5,11,72.82,72.82
Tempe,173B,Agave Hall,2019,1,5,12,70.15,70.15
Tempe,173B,Agave Hall,2019,1,5,13,73.52,73.52
Tempe,173B,Agave Hall,2019,1,5,14,96.59,96.59
Tempe,173B,Agave Hall,2019,1,5,15,86.8,86.8
Tempe,173B,Agave Hall,2019,1,5,16,99.13,99.13
Tempe,173B,Agave Hall,2019,1,5,17,94.55,94.55
Tempe,173B,Agave Hall,2019,1,5,18,90.67,90.67
Tempe,173B,Agave Hall,2019,1,5,19,91.05,91.05
Tempe,173B,Agave Hall,2019,1,5,20,106.13,106.13
Tempe,173B,Agave Hall,2019,1,5,21,88.83,88.83
Tempe,173B,Agave Hall,2019,1,5,22,89.25,89.25
Tempe,173B,Agave Hall,2019,1,5,23,92.41,92.41
Tempe,173B,Agave Hall,2019,1,6,0,80.25,80.25
Tempe,173B,Agave Hall,2019,1,6,1,70.32,70.32
Tempe,173B,Agave Hall,2019,1,6,2,69.94,69.94
Tempe,173B,Agave Hall,2019,1,6,3,67.48,67.48
Tempe,173B,Agave Hall,2019,1,6,4,67.5,67.5
Tempe,173B,Agave Hall,2019,1,6,5,69.22,69.22
Tempe,173B,Agave Hall,2019,1,6,6,72.33,72.33
Tempe,173B,Agave Hall,2019,1,6,7,70.58,70.58
Tempe,173B,Agave Hall,2019,1,6,8,74.98,74.98
Tempe,173B,Agave Hall,2019,1,6,9,72.39,72.39
Tempe,173B,Agave Hall,2019,1,6,10,81.48,81.48
Tempe,173B,Agave Hall,2019,1,6,11,78.5,78.5
Tempe,173B,Agave Hall,2019,1,6,12,93.36,93.36
Tempe,173B,Agave Hall,2019,1,6,13,99.93,99.93
Tempe,173B,Agave Hall,2019,1,6,14,103.59,103.59
Tempe,173B,Agave Hall,2019,1,6,15,102.82,102.82
Tempe,173B,Agave Hall,2019,1,6,16,105.13,105.13
Tempe,173B,Agave Hall,2019,1,6,17,108.18,108.18
Tempe,173B,Agave Hall,2019,1,6,18,110.75,110.75
Tempe,173B,Agave Hall,2019,1,6,19,114.47,114.47
Tempe,173B,Agave Hall,2019,1,6,20,110.08,110.08
