,9
p,-9.0
k,8
db,0.06385007119434741
cp,0.14149557320834222
sp,22.596235491929246
gyh_db,0.01911055254541727
gyh_cp,0.0922304928288843
gyh_sp,0.25734509951010687
zb,0.09694917435745642
exemplars,[ 33  36  63  71  72  93 109 128]
labels,"[109 109 109 109 109 109 109  36 109 109 109 109 109 109 109 109 109 109
 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109  33 109 109
  36 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109
 109 109 109 109 109 109 109 109 109  63 109 109 109 109 109 109 109  71
  72 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109
 109 109 109  93 109 109 109 109 109 109 109 109 109 109 109 109 109 109
 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109
 109 109 128 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109
 109 109 109 109 109 109 109 109]"
