,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,-0.0,2.6908006073546833,3.1427057873685333,3.8160503069065776,3.595861577568379,4.43049153728836,5.105639038507488,6.432788111719561,5.213393928792431,5.398391924019247,5.787052071998053,4.848234045025314,4.7815026660950055,5.096528923001927,4.562736665204529,4.2747741280622105,4.2030298742286725,4.779780125301214,4.2114556185524075,4.276107807834585,29.034405895673093,3.9014120992081938,2.7004010039344033,2.8935528331368934,3.484121036195585,3.5566158679583775,4.383370459857488,4.002071650320673,3.144533401354955,3.2681016398505487,3.0928871731743337,3.1858793728700436,4.784769640104856,3.280330389595897,3.6162228188420604,3.140925094633512,4.797041946067049,3.153104526726422,2.2165511204642834,3.6944789481066005,2.3607255207579785,25.80459424691567,2.8691467802560284,3.6753874869326433,2.932688123685215,3.6939147924754683,3.4704704552954486
1,2.6908006073546833,-0.0,2.156693681880886,3.0987289043702493,3.3416309806272215,3.601277305781882,3.819989987224261,4.410891057437359,3.6795845306078703,3.8231630905771494,4.2787733858260815,3.791924342130738,3.283500695206557,4.095418313550807,4.198019254918352,2.624112442440418,2.94338277518232,3.1943963081897544,3.113553983126086,5.337374253259422,46.08147620105354,2.2045320593226703,3.2811731898688867,2.0895470625424375,3.1256229053943505,2.807651201929697,1.8457409205896103,2.0384701537748993,2.382855438565248,1.9396062819735547,2.5521358496277124,2.3902969371034697,2.7717261361584677,3.919406720603724,1.714602251045759,1.9348321900980814,3.1041622474812027,1.8816655240112492,1.5011991229124142,2.8600845076981978,1.7845398519495423,33.380457978716464,1.6341963769077876,1.996042233798993,1.6992762867662015,1.746091310750439,1.9279296912016521
2,3.1427057873685333,2.156693681880886,-0.0,2.4085503590792556,2.278815947299647,2.463865311612233,3.4362941634659654,4.4395648654530175,3.1789283664562005,3.578542162713199,3.980008454980783,3.5283559375884654,3.1886004129853927,3.9714592183452986,4.018248690637571,2.553685841606219,2.042451720839005,2.443218226596648,2.9951165841687017,3.7791567937897064,18.771296285364148,2.677233984083056,3.121721266849308,2.655693415127963,3.0853094439091215,2.379337466859449,1.7256337806396458,1.3013519591003764,2.194570332597908,1.2168978747562473,1.9502506054707056,2.6922866105589693,2.87479088472274,3.2793393606153054,1.6049075804768331,1.2583881078402275,2.942951835852682,2.4115120260682614,2.072319115143608,2.1116594338453516,2.4637776260338353,17.81966359011816,1.8653325464511432,2.066686321492367,2.2225000991686095,1.745959954422891,0.9224619503879203
3,3.8160503069065776,3.0987289043702493,2.4085503590792556,-0.0,1.4872111210748717,2.630768059823632,3.54230867117489,4.038625837565398,3.243033834686347,3.4719393450296896,3.771883218956987,3.7262203456587515,3.3460504197510015,3.934594245037948,2.891081667272791,1.5961119134852657,1.4810140706165544,2.7254863151103703,2.714760360279035,3.037699330306532,25.213453876768163,2.883004246161732,5.754166899694069,2.842010949212657,2.975409969223814,2.443231447038817,2.5196523065700602,2.2664581336722276,2.7060791336274765,1.6271119554042397,2.569911499530919,2.6071656217665584,2.8847590655023296,4.821558233853627,1.9544442605905117,1.884814989819815,3.3138128786428673,2.014126614532396,2.384496637643499,2.6025738630987365,2.9825886977618827,32.09990271689459,2.280353262656886,2.924562135264536,2.7330038077850816,3.0154177772336066,2.9419900089993707
4,3.595861577568379,3.3416309806272215,2.278815947299647,1.4872111210748717,-0.0,1.8500036648615503,3.0709818395988573,5.510200599702577,2.630192363111848,3.6253963150938917,3.8595006106582983,3.105932117404779,3.0057329749485504,3.710874221084162,3.054940399132277,1.1146168587636904,1.113618554775911,1.9370135538586792,1.7428870219218238,2.752579234606428,24.190975698962813,3.2225581439783126,5.056178887997728,3.2001168513377243,1.9257905315658952,1.9282662880869825,2.7000884811379797,2.643627852437494,2.1027661821127994,1.841758298173626,2.0410490523793006,2.127251839218706,3.6740197035490585,3.5035644779138195,2.1887379528316546,2.0385616983630177,5.213656171959698,2.820594279382425,2.5805041406813083,1.544784058094613,2.7663787040094237,30.73248009509142,2.4208401364739833,3.174372153371431,2.9424557104560916,3.1823671727618232,2.7613897328926487
5,4.43049153728836,3.601277305781882,2.463865311612233,2.630768059823632,1.8500036648615503,-0.0,2.022652365869106,5.693749520564489,1.72507808616417,2.956941977233394,3.0971855793520433,3.1514630497559892,2.6844237589023505,3.7657375886061573,3.3471981290456947,1.6458041486604333,2.0277910970508493,1.2635315551986037,1.4825889273935986,3.378676535890933,18.415863701255013,3.9382675541631196,4.884641543271048,3.0397590832884798,2.7218966741700443,1.9602106093933607,3.3249291784245534,3.4018841844396372,2.1506251077075893,3.1223750579059932,1.9127761693095837,2.6412165320911836,3.701154647771951,4.694729489379299,2.9164384487392883,2.896732972395679,5.233485447727349,3.163097223849946,2.928676746840189,1.5228325637152182,3.4210883386957587,20.15191668496946,2.783746731871884,3.4438796223664285,3.0056067691828887,3.29002663161074,2.760703328648857
6,5.105639038507488,3.819989987224261,3.4362941634659654,3.54230867117489,3.0709818395988573,2.022652365869106,-0.0,4.928703686745704,1.4025158642117141,2.0796902424079358,1.845040777471196,1.7336719755938574,1.2968077328810839,2.237783929468797,2.7081494269383857,2.2448071851867186,2.866910509656874,1.868812955253801,2.1854602884261545,3.5508910956254036,35.566273991251855,3.0759010302622802,4.361821975453059,3.0984079054790428,2.848535133645465,2.349594149268387,3.791394758058244,4.301741630189249,3.7323259389891335,3.770426151967544,3.169801575423549,2.949141628270665,2.699034509714126,5.065464557967175,3.256483997138754,4.379866360790719,6.001987368219758,3.491654859323232,3.481360005829843,2.919092181609899,3.8017171982030677,30.77494374451787,2.7491273493976283,3.998648553379427,3.234197054082182,3.3847790088806304,4.1547930653025045
7,6.432788111719561,4.410891057437359,4.4395648654530175,4.038625837565398,5.510200599702577,5.693749520564489,4.928703686745704,-0.0,5.230816800162203,5.401827578381749,5.054634358846386,6.2313907938304025,4.135608253996292,4.707252472544105,3.311560515816351,4.851389843799786,4.861383752859324,5.862136522275478,6.348109705347363,5.719413092062214,33.062034121873715,3.251464831063825,4.7417627410345515,4.001046319165141,7.6750177835630256,4.821562649005194,4.2813703294791345,4.481161870783115,4.878213243386786,5.200962850970862,4.547372162865403,4.529086560803708,3.7443648363507642,5.226754323104813,4.874566511154985,4.153137730638035,3.2278806990096904,3.658796464988258,5.26760857314766,7.000511331409491,5.4759643438839545,32.04723543519455,4.255751693976174,3.6757602392482904,4.033334493235053,3.6914281435630802,4.442485081796732
8,5.213393928792431,3.6795845306078703,3.1789283664562005,3.243033834686347,2.630192363111848,1.72507808616417,1.4025158642117141,5.230816800162203,-0.0,2.2677854491431915,2.053484394550611,2.2691609749227384,1.5661101328049583,2.516179122724772,2.4306523675569527,1.715481457739841,1.91359816212847,1.3715208026599541,1.237787770008937,3.818174718621448,32.32220278248856,3.2886316235922277,4.108089504133412,3.5164399300773477,2.4659189988845016,1.8989720117884838,3.1097273968506323,4.055677269735781,2.8258416365923402,3.2225768151331597,2.733651033686109,2.6657398319487604,2.8710058941996577,5.860913471761602,2.7526939035434324,3.4888754474187693,6.0290332195316845,3.3986348409058658,3.4916423139922244,2.3490844808801365,3.7582579871037884,28.59236719417582,3.111988723760806,3.5035467465566748,3.104211115449432,3.292153687427756,3.334253060783459
9,5.398391924019247,3.8231630905771494,3.578542162713199,3.4719393450296896,3.6253963150938917,2.956941977233394,2.0796902424079358,5.401827578381749,2.2677854491431915,-0.0,0.9761238265536338,1.0436884525832242,1.2199101774303054,1.510752195498288,2.139752625092458,2.6792047514468647,2.846846225565292,2.492686608727551,2.482476058758028,2.4998792273237864,26.021438504172263,2.7216713492197235,4.024963397891034,2.8634348495538284,2.5843915061035734,2.6801576804776714,3.0416768427962935,3.924428272399735,3.6333054688066597,3.2820545070250007,3.4053892117365483,3.008588796804899,2.936886071827447,5.400299679392407,2.9754991653229688,3.8794717762290145,6.458555253680934,3.5464531814873057,3.6272227434904383,3.3088749058091813,3.360873823524327,29.458836795379984,2.4994635498377473,2.48794699812913,2.7519708908598695,3.4368286923101423,4.009648810188461
