avg,cen
26.471111111111114,23.53
26.796666666666667,26.47
27.776666666666664,29.41
28.43,26.47
34.64,26.47
29.41,26.47
23.527777777777775,26.47
38.88777777777778,26.47
29.41,26.47
29.737777777777776,23.53
25.490000000000002,23.53
27.45111111111111,23.53
19.93444444444445,23.53
29.738888888888887,23.53
24.51,23.53
20.26111111111111,20.59
22.223333333333333,20.59
20.262222222222224,23.53
18.628888888888888,23.53
25.491111111111113,26.47
23.528888888888886,26.47
26.14333333333333,23.53
22.22222222222222,26.47
20.587777777777777,26.47
