,0,1,2,3,4,5,6,7,8,9
0,-0.0,62.12227370157288,30.81544821785088,58.26051950741819,51.10129569410726,13.665932426627473,63.64292272112969,50.42629299257028,56.67868520941928,53.02827802258027
1,62.12227370157288,-0.0,58.06887258877925,12.081538792521236,32.83178194253555,64.30648018307744,4.391112470838281,25.436185038700668,11.847039173474526,50.7206636075843
2,30.81544821785088,58.06887258877925,-0.0,42.20385342805238,46.69022217024573,16.340270487034587,70.27021266651103,51.33247151987067,47.28759622082068,44.15711177939703
3,58.26051950741819,12.081538792521236,42.20385342805238,-0.0,23.126785104135635,33.918524972546095,13.740369724546596,15.103253395036623,2.9313167359609418,33.61430533787861
4,51.10129569410726,32.83178194253555,46.69022217024573,23.126785104135635,-0.0,57.403950930836736,33.515457579547984,29.64403306630408,18.588621380534782,15.656605966234585
5,13.665932426627473,64.30648018307744,16.340270487034587,33.918524972546095,57.403950930836736,-0.0,67.58201847047687,26.750179362476175,58.51894353120132,56.418163335741504
6,63.64292272112969,4.391112470838281,70.27021266651103,13.740369724546596,33.515457579547984,67.58201847047687,-0.0,31.532602713203374,10.562658130207506,57.51889181033938
7,50.42629299257028,25.436185038700668,51.33247151987067,15.103253395036623,29.64403306630408,26.750179362476175,31.532602713203374,-0.0,20.420790137790608,44.3601225739257
8,56.67868520941928,11.847039173474526,47.28759622082068,2.9313167359609418,18.588621380534782,58.51894353120132,10.562658130207506,20.420790137790608,-0.0,36.46994211071731
9,53.02827802258027,50.7206636075843,44.15711177939703,33.61430533787861,15.656605966234585,56.418163335741504,57.51889181033938,44.3601225739257,36.46994211071731,-0.0
