,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,-0.0,3.915217012341488,5.761315848942522,6.170979840717963,5.6940469656179475,7.185903187366601,6.716193916841666,6.013132796415782,6.469812326125279,7.116831824121414,4.851636264873114,6.0563322129067725,6.139562218201417,6.059863522734261,4.492417075092597,6.14931874607399,6.384230725777056,7.64226024296729,7.721157583264284,8.487961144513097,41.29011030414636,5.286405248690563,7.050252396676861,4.512222990790578,5.398049624299473,7.04361256021048,5.711159379565425,5.443986674854641,9.69231194594828,9.795813976303819,9.753848583746842,9.058131110338307,5.068939643917879,7.810201096092566,6.343827245428141,21.69986974177293,6.743978027771579,2.718035331685078,5.278071055856682,7.488371372544259,8.78781583442087,7.162895583977499,8.6597480862221,8.443768569478237,7.204407507329442,11.110657487613784,11.934498556874335,6.839851154960071,5.5208949550857,5.755584325778205,7.298288725731403,9.063207250366686,4.965473111638536,8.554187279605097,9.571183877681431,12.356845911943916,11.960329292761148,7.327810805612255,7.954290562719924,6.702383127814227,6.924419885054143,9.559563821222868,9.787785730359525,15.963403717969411,14.444982982638116,10.131824340459845,6.6554710619945725,5.42353892781116,6.399098022695886,4.522348513895129,7.690298614550931,8.933555639981336,5.753635652346692,8.415816580607874,9.287392351498543,11.44580709222955,7.449868487737647,7.802664726668888,8.584256967645732,7.525246355599814,4.95344849135779,4.896661881367881,5.319809236520024,6.718868797341652,6.774659116779821
1,3.915217012341488,-0.0,4.925843307443486,6.894735021338362,7.196118718939576,7.518081779007673,7.4540830387630965,11.815838919829782,8.07250460684619,6.46693685041013,6.279072685511718,7.022244751980969,8.287626697713167,8.335420633974639,6.469928058350567,8.91141634123409,8.568186879331485,8.026786921044353,8.388764400291079,7.219247120970075,22.55472785736312,6.507062649856023,7.068275015963371,6.537848194610029,6.444676613033082,6.596665922196415,6.836581409248931,5.4724712187773035,9.892300783658312,10.358896920010412,10.588273327878499,11.08123471470897,4.436556569902307,10.941537712337903,8.677610520005501,22.89115553471289,7.9814016386228275,5.3911300019607005,4.551207889714516,7.3669357195866105,11.486650241930503,8.914478015153357,12.490884151991656,8.58218825229776,11.400953616401022,10.265046107495097,12.844588273576184,8.496336894478917,8.442389378596372,10.075643392413394,9.785184799756747,10.942275483931764,8.705575201279803,10.308930096686671,10.111220686791514,12.225349530031416,9.233406457448227,5.785571273606974,11.996425739938084,8.854150180028181,8.991377261448566,12.499561446915498,10.595370989870704,12.857870709133767,12.025271862465301,10.853794126255435,8.952078334479818,7.881786359775509,6.839433401649043,8.049481675805138,10.589984242615879,8.929869753445521,10.649328012406226,8.562352290209022,11.888732912688612,9.043540922536758,7.791691187588827,7.342810062216663,9.489986092338995,9.360423176379928,8.137517673924876,8.001454517444955,8.186980466175928,8.261117346428062,8.497213638016191
2,5.761315848942522,4.925843307443486,-0.0,4.466239701753735,5.168488852996665,5.754286403872853,4.134960402779247,8.954839533116536,5.528777431241137,4.4300485080643,5.837543643768105,4.222798611611337,5.400297124061172,5.834180887960882,6.2945451348259285,5.244572973540665,4.974978105477338,4.319335856715606,6.799468335173999,7.4163242910466325,23.742132132241625,6.318696931135077,5.811059261220731,5.889059744872965,4.280301693728869,4.292109174741377,5.103139592363854,3.100208163404783,6.656072780101712,6.599859800386922,7.225373345699078,9.789628671206508,6.256862018779208,11.438380675128254,7.817747326037149,27.537814517736482,5.18100213863431,6.953694423772808,4.44335482017998,4.3193074658094375,8.339272206061443,5.812482446396703,9.18315411433395,5.787146589584455,7.871472633701944,8.275087538762852,6.8215045060482264,5.30586780908369,4.641724609297924,9.793001683117323,7.308724968023084,8.454742157477677,5.692711350275585,9.792303596211386,7.129555597762021,7.4693957364180115,8.129458346544011,6.074546246602285,11.50191585910277,5.387255783146138,7.249601917558746,12.03111760218152,8.116440575193067,9.643824898832017,9.439245860947311,7.178245344872775,7.410997053382189,7.91486620917837,6.2878034227019866,8.780974288768041,8.142956959844216,8.426805617779547,6.4769881436247605,6.977380435138393,11.306099542904903,6.82587409769691,6.994596496267042,6.144246726529863,6.727473335737711,6.693870678960351,4.425203829354555,6.034882554246975,5.804616660307524,7.617294129816256,5.240061081618692
3,6.170979840717963,6.894735021338362,4.466239701753735,-0.0,3.926590605971982,4.459176478984344,2.7774288372601306,4.046419200716008,3.322204730793244,3.2057807261666738,4.0105249715642195,3.9043222658528265,3.2985426659416808,4.474292059981453,5.848066891200895,3.630784469273998,3.050092631928881,3.0529877352665777,4.671175355222955,5.417566205957741,23.86502840104562,4.257596492783562,8.257634955507756,3.8019601639059757,3.033548550089277,3.180558285139878,5.593943354682746,4.412401042333788,3.7009248113457334,5.560693596919099,4.854467087364874,5.61284470315186,4.48784809765507,7.697228664325197,7.9925577149006815,22.97356395332316,6.340352511780536,5.616009409439985,4.639430051794224,2.491083749596035,5.228310832930604,3.3234467909820706,5.753650837304685,3.853011139928965,5.550277995728521,6.054300003727235,4.991713947572348,3.708273687850629,3.3883166298286125,8.48098856090801,7.6458918803794855,7.345465437227138,3.238301374266301,7.667618430530828,4.897340988239457,5.323018310805552,4.796885673344621,4.632577699271225,9.019687867055602,3.9800852442452648,5.300662749680922,10.152824798169739,5.655017715667685,7.183518708814693,6.3215907000781515,4.341282147802356,6.250365857646928,6.717958398500217,4.982938259692966,7.125947542190413,6.822028678942954,6.28046391346024,5.9090518696203755,4.973778305670369,8.39879279183518,4.850118745848209,4.9385517799108,3.573844812923161,4.635962558371749,4.654396775905414,4.177567704668723,6.246048399136204,4.574500683015524,5.876693362676678,3.8707571754294525
4,5.6940469656179475,7.196118718939576,5.168488852996665,3.926590605971982,-0.0,2.6406708451390464,3.678068360775896,3.319025956793535,2.2619652844820246,3.2985163181878407,2.249337148409548,4.117327714890701,3.1437235686287504,2.6377197217818686,2.9213434730892387,2.2891674706362672,1.4106977487935302,1.5735297441996892,3.0349946044257345,3.858238380281094,35.225988806790525,2.133444607315523,3.825592739481861,2.319149456075698,3.4427207761844283,3.328603728320967,3.6592274809616554,3.629551675015718,4.026710841994876,4.570800668738228,4.61419966241954,5.685979068586104,4.393959360441818,9.414159708345752,5.58147061663668,16.829392083099968,6.0297853234909935,4.8373197743827046,5.429895356123636,2.427271860365784,4.239406024267784,3.68766161835298,5.4496818698743805,2.647661738555825,3.9664787304909273,6.076893951482916,5.9027820629234435,4.460506295711076,2.4580213277557688,4.624758298344516,3.8368595402787258,3.6757470050136107,1.675382476753257,3.9281594316384454,5.151079659226114,5.90405735072859,5.180525559919787,2.641012806415075,4.7618733918001315,5.269436217928675,3.5206757913463576,8.306502470892731,4.038129922347908,7.670568546400372,8.667150857104021,4.4072761786312515,2.0306464171121412,2.761252259374449,2.07920971532847,3.90251067555173,4.264370550969537,3.2645222118243855,3.541458765709671,3.441481155092694,5.141435574484442,4.722196894932164,2.4686510248376816,2.710167013215737,4.09496391703338,2.4156205580774546,1.907178336593466,4.1210816500028,2.177841709360105,2.420909664124597,2.423177922103546
5,7.185903187366601,7.518081779007673,5.754286403872853,4.459176478984344,2.6406708451390464,-0.0,3.551424733647293,7.83364654899855,1.785235590709579,2.8832953289163905,2.564008501443993,3.643309487435656,2.4965828994436237,2.480646568376879,3.785683304324112,2.096285372626039,3.1948239677670545,2.5273776901112366,2.3267933272500416,3.0897039529728776,18.8825594083908,1.9277367988703464,5.029292456507587,2.5222557511115435,3.683427636327617,2.402460658375118,3.2646176589222433,2.818221835830215,4.997542576185247,3.8617599968999565,4.358544127115219,6.2614914936224375,4.8581531633303685,9.168774562274,6.880112630948469,16.117410892770653,9.234291737066723,5.566615389651488,6.369556986177965,2.3441298985552415,4.071287834586008,3.819078497464909,4.383081746716181,2.31348368875584,4.414326189238214,4.215788056109096,5.604355043486801,3.4913719889954504,3.1431270523813577,5.209185979956835,4.597259118056335,4.956641353933568,2.8350388699335913,4.2197494786158005,4.309181687508501,4.530394413060309,4.4041123331328125,2.9258635759198914,4.344574030423175,4.832553046132978,3.0116693412373285,4.341921332545894,3.5143542970976687,7.504664358915855,5.824281593732403,3.7670487256230443,3.0059509925755763,4.222828015497272,2.190961563970658,4.2672819782109555,4.477373263223835,2.304717718221975,4.174345546336737,3.3564823382770537,4.533875052935418,2.684896728850664,2.6950302638363763,2.2768221869159917,2.3082591277817746,2.009163636541832,2.6655592251655333,4.2010317612030805,2.693578707593612,2.481804864838604,2.3361825622936108
6,6.716193916841666,7.4540830387630965,4.134960402779247,2.7774288372601306,3.678068360775896,3.551424733647293,-0.0,11.083268881541578,2.9881769819210247,1.9209932120049749,2.606770003291324,2.0999679371619213,2.251235874423628,1.7810596614282879,4.226725270038411,3.7368113966071794,3.1738200337577673,3.5844808522046847,3.223853978628277,2.7925789382955353,20.619103519606007,2.1029492967608854,4.29972497878553,2.627944825958646,2.675611617439642,2.49391581095391,3.639199131356196,2.8792788273791707,4.942933208452964,4.184552890404304,4.30542760201511,5.220958518601025,4.324850086880124,6.148128051780486,7.704755929761705,23.404957175237946,8.961092526503077,4.756447021555874,5.475062525727605,2.64778739417851,2.990582112573324,2.8156980576558412,3.2413858464356706,2.6189636134062573,3.192866917705326,3.344413651549233,4.207434561490302,2.297539820851396,1.7325169252422847,5.298605600660309,6.811064152905019,4.4298047895870925,3.5492337574386643,4.256072150009559,2.2940920062699104,4.172632884737837,3.4217005498113786,2.6735841371343017,5.103077038015618,5.041703942585979,2.540493759676575,7.763960996284094,2.613502820210402,6.959817235628658,5.970154610024544,3.1861192776809433,4.075728387804224,5.700930212882761,2.904989688693501,4.986020741470828,4.266230037279575,3.132723569285475,4.381937804330858,2.8041790465149834,4.716489573832495,2.7100874579490952,2.2673338792242155,2.0478302665488686,2.6511639404402296,2.422195151716449,2.8347297755455294,3.653903585323768,3.219012269502143,3.0590592949719757,2.9588195147640035
7,6.013132796415782,11.815838919829782,8.954839533116536,4.046419200716008,3.319025956793535,7.83364654899855,11.083268881541578,-0.0,7.2542750344937215,12.433137575048775,5.871687240606312,12.7813622029575,9.341945602373277,8.965342629849248,4.387699591761389,6.508746273061116,3.5572598809742977,3.673708416744926,8.495492192031115,13.13178024461138,29.898188295893522,8.532885695643234,12.579325805505583,7.574004479004774,11.829265384661847,11.686577415908001,8.089693060717808,9.350760157719698,5.046760026014245,6.051692373316955,7.748872192892975,9.815695703066272,6.8872467244268245,9.173157274987911,7.235958068107413,21.64446142819982,6.2001177573363275,8.413205605203126,9.31368815510876,4.310839040000547,8.994060334469879,5.8172599732143775,8.716185364562888,7.5044325437514345,7.736479056466154,11.00767131668432,9.58820978449177,9.540129921170138,6.823689087519913,9.456623940044318,7.517090809784708,5.722112092633582,3.3641936948829336,9.287568580525873,12.75714728853439,10.939766478422658,9.508514527269403,6.301983287348749,9.378488181829388,7.424230096205019,9.325660917106497,16.288292966845205,11.914407865454262,12.445507974144524,13.336091400639948,9.271691164622965,6.691641700171912,5.623479105661164,8.141112566027699,10.268729461318049,9.242044098765252,9.52152132227655,7.008982572596994,10.876126469361447,12.845232725474926,12.156282139361348,7.67002689016561,8.255291434279137,7.363748813675408,7.231087683554935,3.5877104755855607,8.969900593489925,5.736678256371603,4.996060827185543,6.8799349597163095
8,6.469812326125279,8.07250460684619,5.528777431241137,3.322204730793244,2.2619652844820246,1.785235590709579,2.9881769819210247,7.2542750344937215,-0.0,2.35339754178883,2.7526586735493965,3.4816374090068205,2.5226634131179537,2.2313378448434373,3.8703792908534123,2.0367421226405074,2.3917168557532262,2.146153913716755,1.4089743085701472,2.0855586240817803,26.17461335698342,1.5609063408026838,5.094216327958325,1.6000569439752106,2.6737611988021617,2.4457858420568424,3.4149187655162363,3.7730821974565236,4.418197810860894,3.6053904905229213,3.6431028667157603,4.308615557466541,5.881478733743467,6.055836137930542,5.17864569487364,23.090794473296306,8.533086718177818,5.2201844952576915,6.974266857566074,2.4161734195291436,3.1974877579894194,4.5622711712365875,3.6499704368171275,2.8063021901251712,3.0672336535252254,4.254886865458871,4.745865639996288,3.2679659996531685,3.1307193495736887,4.268734713644161,3.6609329934239105,3.8539504149379353,2.3895689230006405,3.4334737964414477,3.7581459094683356,4.578792209664472,4.042847993140764,3.0433268725320124,3.740374881310328,4.451337182064635,3.042177348884971,3.20281287775015,2.94183373195455,7.208659130287294,7.577078203597259,3.7085444783601798,2.6044883263202103,2.253193993431437,1.7125013277152288,3.337388322283742,3.5408775232344825,2.7497123198025584,2.5631626382730506,2.6568208563243836,4.3703170543762475,3.1907762504986406,2.1312900024274577,1.4418897017488974,2.732537271058389,1.3208418089099216,2.2409997561223856,3.194689508905189,1.7728275191826293,1.5735750033509521,1.9363627099369118
9,7.116831824121414,6.46693685041013,4.4300485080643,3.2057807261666738,3.2985163181878407,2.8832953289163905,1.9209932120049749,12.433137575048775,2.35339754178883,-0.0,2.3223148101907163,2.641790633185282,1.8710703304371386,1.7813917899924183,4.6018347970343125,3.0359064585730904,3.378932442583048,3.787906055373426,2.497155693402869,2.4880105639441275,34.73105957109309,1.6797525679321277,4.5952073021696185,2.6457941199827095,1.831381721407141,1.6192897702225084,3.158676864096911,2.563086537206277,6.0093627450339895,5.296042349406158,4.631647599609925,5.6737895778001946,4.430983282601175,8.68613328478526,7.6623647239176895,24.42092300430552,10.664087403671244,6.40898675685351,5.561169420423388,3.304309771789155,3.7298057958093818,3.1994970621810728,4.300722368477495,3.231007157559877,3.8305342196462546,5.5067756711901525,6.1339767107300425,3.0780330868094996,2.852724107978641,4.942088146358513,5.297767440780056,4.9954317891953925,4.458058159715211,5.05445117375804,3.8532474744902188,6.017165374381538,4.29205511641676,2.4157651950563195,5.455836219779003,4.800770825200475,2.7485640705423284,4.73389007568331,3.647424842406503,7.827773540581602,8.159692101185962,4.226818781791125,3.663974073636991,4.628522920751633,2.315796681168055,4.295742453197299,4.190338992957504,3.313812220155049,4.611455025053918,2.9993932410847015,5.017986883253622,4.2337681146939,2.2894606628776955,2.172437927512478,4.08658486047827,2.580819539634843,3.079208800901932,3.5591789478995755,2.976174713604262,3.3277476217329225,2.3578278051121244
