avg,cen
63.64129032258065,66.73
48.361935483870965,56.13
40.053225806451614,29.05
30.457741935483877,13.84
28.470967741935485,9.05
25.506129032258066,10.81
31.96709677419355,25.95
39.41548387096773,37.54
68.7583870967742,51.51
133.23,150.28
218.4545161290323,229.68
267.74290322580646,267.36
303.9796774193548,301.2
333.38387096774204,334.93
347.9516129032257,342.01
347.931935483871,353.87
337.821935483871,345.77
321.4935483870966,345.32
288.1906451612903,314.12
254.92612903225807,279.68
226.53870967741935,254.54
190.23999999999995,202.89
157.1164516129032,181.58
115.20064516129032,132.36
