avg,cen
178.29962962962964,172.03
180.79481481481486,177.73
180.11111111111111,176.92
181.07518518518518,177.0
181.02703703703705,175.93
180.93555555555554,182.54
191.7951851851852,190.43
196.55592592592595,199.36
190.91518518518518,189.26
206.77333333333334,201.6
211.74962962962962,219.96
212.27851851851852,222.96
215.757037037037,228.27
216.66555555555556,222.23
211.51962962962963,214.42
207.6425925925926,213.63
205.70666666666673,212.14
198.61185185185184,194.95
201.0392592592593,201.81
205.65222222222232,203.86
209.3422222222222,210.8
207.28703703703704,226.38
198.90148148148148,214.61
186.04999999999998,187.16
