,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,-0.0,20.985062170807723,11.035439588847355,9.45121154144598,11.263859692118073,11.912767176966186,21.02219989697298,23.519457959391076,20.207685546649227,27.178148483909244,10.542798713310251,17.51910661598312,14.745285151646806,17.67712281217508
1,20.985062170807723,-0.0,19.677003939986655,19.165682586330746,20.28806954189335,16.08439937445169,29.769876601330775,38.8101038576867,36.72128162914416,36.90573744690907,22.739310816165805,31.585573057417943,29.372904516734202,27.478881683595393
2,11.035439588847355,19.677003939986655,-0.0,4.163054558658544,4.387256209797597,4.327930144562488,10.965641496785313,9.088406926906417,10.430363054280608,13.099068698104155,2.721763509700283,7.504381333487934,4.6941279126586375,9.171836885932297
3,9.45121154144598,19.165682586330746,4.163054558658544,-0.0,5.3370438293441795,4.940359472171644,12.849518913093844,11.651214411650635,10.056218136173042,13.78125369256201,3.368962136104368,7.98115888209715,6.742476992092779,7.776381556276544
4,11.263859692118073,20.28806954189335,4.387256209797597,5.3370438293441795,-0.0,6.228162220231718,17.56570986093732,16.51257267912235,14.040708937472886,16.49792115406033,5.966431948246219,10.027624743984612,10.224717154194488,11.07182011331017
5,11.912767176966186,16.08439937445169,4.327930144562488,4.940359472171644,6.228162220231718,-0.0,8.553469682989427,10.884402606545958,9.592005549819929,13.5024451577848,5.011025868317967,9.529056255920763,7.816366884634296,7.672771035918824
6,21.02219989697298,29.769876601330775,10.965641496785313,12.849518913093844,17.56570986093732,8.553469682989427,-0.0,2.0248198627427394,2.9651115880862733,10.010067555755345,11.865263094530116,4.631021073503761,6.842286120802274,4.576223592554156
7,23.519457959391076,38.8101038576867,9.088406926906417,11.651214411650635,16.51257267912235,10.884402606545958,2.0248198627427394,-0.0,2.316410064314245,10.8977252339174,10.615887785325668,4.922346571465093,7.109482277076039,4.509854260147038
8,20.207685546649227,36.72128162914416,10.430363054280608,10.056218136173042,14.040708937472886,9.592005549819929,2.9651115880862733,2.316410064314245,-0.0,9.906345174184947,8.440532575332133,4.00105948481984,6.801311990281581,3.942496982759473
9,27.178148483909244,36.90573744690907,13.099068698104155,13.78125369256201,16.49792115406033,13.5024451577848,10.010067555755345,10.8977252339174,9.906345174184947,-0.0,14.578184341506612,12.563323003690794,14.136987296490094,10.700364942592131
10,10.542798713310251,22.739310816165805,2.721763509700283,3.368962136104368,5.966431948246219,5.011025868317967,11.865263094530116,10.615887785325668,8.440532575332133,14.578184341506612,-0.0,6.444857598542838,4.785506035082837,8.901863650513945
11,17.51910661598312,31.585573057417943,7.504381333487934,7.98115888209715,10.027624743984612,9.529056255920763,4.631021073503761,4.922346571465093,4.00105948481984,12.563323003690794,6.444857598542838,-0.0,3.977834029148363,5.027514522909285
12,14.745285151646806,29.372904516734202,4.6941279126586375,6.742476992092779,10.224717154194488,7.816366884634296,6.842286120802274,7.109482277076039,6.801311990281581,14.136987296490094,4.785506035082837,3.977834029148363,-0.0,6.829216939895778
13,17.67712281217508,27.478881683595393,9.171836885932297,7.776381556276544,11.07182011331017,7.672771035918824,4.576223592554156,4.509854260147038,3.942496982759473,10.700364942592131,8.901863650513945,5.027514522909285,6.829216939895778,-0.0
