avg,cen
59.853333333333346,56.71
59.13166666666666,55.2
61.06,56.86
58.446666666666665,56.16
60.125,56.51
61.315,56.43
60.169999999999995,55.22
58.376666666666665,57.26
45.025000000000006,40.84
46.31,42.1
46.35166666666666,40.39
45.85666666666666,42.54
47.32499999999999,42.55
47.365,42.98
47.58166666666667,43.48
46.83166666666667,42.59
47.035,40.48
50.42333333333334,47.44
60.24333333333333,58.42
61.14666666666667,56.54
60.24833333333333,56.91
59.785,57.43
61.80166666666667,56.7
60.52333333333333,53.75
