0,1,time,week
9.22,0.0,2019-01-12 00:00:00,6
9.23,0.0,2019-01-12 01:00:00,6
9.21,0.0,2019-01-12 02:00:00,6
9.16,0.0,2019-01-12 03:00:00,6
9.19,0.0,2019-01-12 04:00:00,6
9.27,0.0,2019-01-12 05:00:00,6
9.4,0.0,2019-01-12 06:00:00,6
8.44,0.0,2019-01-12 07:00:00,6
7.75,0.0,2019-01-12 08:00:00,6
7.76,0.0,2019-01-12 09:00:00,6
7.77,0.0,2019-01-12 10:00:00,6
7.74,0.0,2019-01-12 11:00:00,6
7.74,0.0,2019-01-12 12:00:00,6
7.73,0.0,2019-01-12 13:00:00,6
7.75,0.0,2019-01-12 14:00:00,6
7.68,0.0,2019-01-12 15:00:00,6
7.69,0.0,2019-01-12 16:00:00,6
7.82,0.0,2019-01-12 17:00:00,6
8.79,0.0,2019-01-12 18:00:00,6
9.14,0.0,2019-01-12 19:00:00,6
9.1,0.0,2019-01-12 20:00:00,6
9.14,0.0,2019-01-12 21:00:00,6
9.23,0.0,2019-01-12 22:00:00,6
9.17,0.0,2019-01-12 23:00:00,6
9.1,0.0,2019-01-19 00:00:00,6
9.09,0.0,2019-01-19 01:00:00,6
9.07,0.0,2019-01-19 02:00:00,6
9.02,0.0,2019-01-19 03:00:00,6
9.37,0.0,2019-01-19 04:00:00,6
9.44,0.0,2019-01-19 05:00:00,6
9.23,0.0,2019-01-19 06:00:00,6
8.12,0.0,2019-01-19 07:00:00,6
7.62,0.0,2019-01-19 08:00:00,6
7.77,0.0,2019-01-19 09:00:00,6
7.65,0.0,2019-01-19 10:00:00,6
7.57,0.0,2019-01-19 11:00:00,6
7.69,0.0,2019-01-19 12:00:00,6
7.62,0.0,2019-01-19 13:00:00,6
7.67,0.0,2019-01-19 14:00:00,6
7.63,0.0,2019-01-19 15:00:00,6
7.61,0.0,2019-01-19 16:00:00,6
7.49,0.0,2019-01-19 17:00:00,6
8.66,0.0,2019-01-19 18:00:00,6
8.98,0.0,2019-01-19 19:00:00,6
9.07,0.0,2019-01-19 20:00:00,6
9.04,0.0,2019-01-19 21:00:00,6
9.06,0.0,2019-01-19 22:00:00,6
9.13,0.0,2019-01-19 23:00:00,6
12.97,0.0,2019-01-26 00:00:00,6
12.17,0.0,2019-01-26 01:00:00,6
12.24,0.0,2019-01-26 02:00:00,6
12.22,0.0,2019-01-26 03:00:00,6
12.43,0.0,2019-01-26 04:00:00,6
12.63,0.0,2019-01-26 05:00:00,6
12.84,0.0,2019-01-26 06:00:00,6
11.83,0.0,2019-01-26 07:00:00,6
11.49,0.0,2019-01-26 08:00:00,6
11.83,0.0,2019-01-26 09:00:00,6
10.86,0.0,2019-01-26 10:00:00,6
9.13,0.0,2019-01-26 11:00:00,6
7.52,0.0,2019-01-26 12:00:00,6
7.46,0.0,2019-01-26 13:00:00,6
7.49,0.0,2019-01-26 14:00:00,6
7.47,0.0,2019-01-26 15:00:00,6
7.38,0.0,2019-01-26 16:00:00,6
7.47,0.0,2019-01-26 17:00:00,6
