,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,-0.0,22.252809959020357,21.989205456929746,12.63569488383211,27.983760046021178,16.15696721335561,14.754482444719763,11.22873269056832,13.889338714355887,31.35955668355972,24.366440603857324,8.403240913714527,15.14366809699644,14.96452925101656,23.802496231084675,26.3424086993948,39.38097359369664,42.11275714326088
1,22.252809959020357,-0.0,24.40136497670736,29.52618793271548,49.25061662652496,21.263390173744142,13.607742095877686,30.19670247366241,42.04934145613263,46.19375436113633,20.23952319209049,17.773162185201535,26.681979498411355,22.304384282653334,24.86180955553687,24.670504031919542,27.782750784595073,24.378587765429792
2,21.989205456929746,24.40136497670736,-0.0,21.364957622068125,41.559412203682335,19.790259744568925,16.88490253115407,24.358313752706653,35.69555989292134,41.76860096753416,29.113898372905656,11.786440897354574,23.468227431346282,28.41607849493771,30.377922931590604,9.77110959472227,17.15275359217253,13.091564304250685
3,12.63569488383211,29.52618793271548,21.364957622068125,-0.0,17.723373726440194,10.670416288994419,12.53539373913661,10.03213942591521,13.71867696236622,18.242780642842728,24.222519073200083,16.51492164359458,18.26362101209393,14.087046254923953,19.43849664956798,27.36035418132711,28.356360264745856,42.858638562572956
4,27.983760046021178,49.25061662652496,41.559412203682335,17.723373726440194,-0.0,23.63438046917274,27.52328303527839,25.05491863176524,15.064412264092672,17.11969228137222,46.694310346689754,36.73120118401205,26.96965386217116,23.131035322469057,23.466650626301035,48.355718806594865,43.603709297590655,65.46408913793209
5,16.15696721335561,21.263390173744142,19.790259744568925,10.670416288994419,23.63438046917274,-0.0,9.124580694594062,18.09610826124557,24.09819378568959,31.82306983965005,28.823422932413216,10.182857744071447,10.97163151895464,18.49744037961509,15.104555481292753,21.802704750878974,26.37700557093605,33.19692019752471
6,14.754482444719763,13.607742095877686,16.88490253115407,12.53539373913661,27.52328303527839,9.124580694594062,-0.0,15.913636475339107,24.022015651020382,32.074197285905086,17.68541205880095,6.595444961156776,17.983659629136596,12.123705656531348,19.042321516477102,20.947100284624153,28.674888373459694,30.296598753517568
7,11.22873269056832,30.19670247366241,24.358313752706653,10.03213942591521,25.05491863176524,18.09610826124557,15.913636475339107,-0.0,14.51685708834172,24.985838027613436,22.656515320030206,15.298917983660024,21.577952313481507,19.25022403082202,22.06227964514156,25.79017015662501,34.68644536190228,48.67286206889027
8,13.889338714355887,42.04934145613263,35.69555989292134,13.71867696236622,15.064412264092672,24.09819378568959,24.022015651020382,14.51685708834172,-0.0,7.983303218181324,34.7137686235464,19.524358068039017,23.97401342266006,19.391678238630945,30.421722546943823,37.965714112137825,47.34842924700457,56.11826339706564
9,31.35955668355972,46.19375436113633,41.76860096753416,18.242780642842728,17.11969228137222,31.82306983965005,32.074197285905086,24.985838027613436,7.983303218181324,-0.0,28.424358891859303,28.424567668798105,30.5807069811089,31.64915841501439,34.043428715600726,34.487937722649725,42.60240624307863,56.008538505986365
10,24.366440603857324,20.23952319209049,29.113898372905656,24.222519073200083,46.694310346689754,28.823422932413216,17.68541205880095,22.656515320030206,34.7137686235464,28.424358891859303,-0.0,18.621084074399697,19.02967376516654,23.072708034616323,29.72444888406122,30.900235363276842,35.02762455996212,36.91673146691312
11,8.403240913714527,17.773162185201535,11.786440897354574,16.51492164359458,36.73120118401205,10.182857744071447,6.595444961156776,15.298917983660024,19.524358068039017,28.424567668798105,18.621084074399697,-0.0,13.617136718921417,13.744076238076278,21.211939061214125,15.213867713175972,27.442639096691156,23.50134735713363
12,15.14366809699644,26.681979498411355,23.468227431346282,18.26362101209393,26.96965386217116,10.97163151895464,17.983659629136596,21.577952313481507,23.97401342266006,30.5807069811089,19.02967376516654,13.617136718921417,-0.0,26.831112480277625,17.91037204318103,23.778360573153435,33.92173868562919,37.295763471981324
13,14.96452925101656,22.304384282653334,28.41607849493771,14.087046254923953,23.131035322469057,18.49744037961509,12.123705656531348,19.25022403082202,19.391678238630945,31.64915841501439,23.072708034616323,13.744076238076278,26.831112480277625,-0.0,19.234489419893393,38.522706994131916,42.70798770307623,37.3525889770729
14,23.802496231084675,24.86180955553687,30.377922931590604,19.43849664956798,23.466650626301035,15.104555481292753,19.042321516477102,22.06227964514156,30.421722546943823,34.043428715600726,29.72444888406122,21.211939061214125,17.91037204318103,19.234489419893393,-0.0,35.79520721176396,38.98778250519716,52.73087877517539
15,26.3424086993948,24.670504031919542,9.77110959472227,27.36035418132711,48.355718806594865,21.802704750878974,20.947100284624153,25.79017015662501,37.965714112137825,34.487937722649725,30.900235363276842,15.213867713175972,23.778360573153435,38.522706994131916,35.79520721176396,-0.0,8.371355849972831,8.578814323617982
16,39.38097359369664,27.782750784595073,17.15275359217253,28.356360264745856,43.603709297590655,26.37700557093605,28.674888373459694,34.68644536190228,47.34842924700457,42.60240624307863,35.02762455996212,27.442639096691156,33.92173868562919,42.70798770307623,38.98778250519716,8.371355849972831,-0.0,3.573208816779952
17,42.11275714326088,24.378587765429792,13.091564304250685,42.858638562572956,65.46408913793209,33.19692019752471,30.296598753517568,48.67286206889027,56.11826339706564,56.008538505986365,36.91673146691312,23.50134735713363,37.295763471981324,37.3525889770729,52.73087877517539,8.578814323617982,3.573208816779952,-0.0
