0,1,2,time,week
41.78,15.95,32.35,2019-04-15 00:00:00,1
41.19,13.59,41.18,2019-04-15 01:00:00,1
40.61,11.23,38.24,2019-04-15 02:00:00,1
43.82,7.11,41.18,2019-04-15 03:00:00,1
48.53,41.41,41.18,2019-04-15 04:00:00,1
58.55,23.94,44.12,2019-04-15 05:00:00,1
57.59,4.93,41.18,2019-04-15 06:00:00,1
66.33,32.68,41.18,2019-04-15 07:00:00,1
81.94,110.42,23.53,2019-04-15 08:00:00,1
107.75,133.59,14.71,2019-04-15 09:00:00,1
98.79,137.92,35.29,2019-04-15 10:00:00,1
81.55,158.27,47.06,2019-04-15 11:00:00,1
102.37,168.94,47.06,2019-04-15 12:00:00,1
105.13,201.34,44.12,2019-04-15 13:00:00,1
84.01,184.72,44.12,2019-04-15 14:00:00,1
97.4,177.11,41.18,2019-04-15 15:00:00,1
69.77,174.37,32.35,2019-04-15 16:00:00,1
85.01,217.78,32.35,2019-04-15 17:00:00,1
105.0,173.45,44.12,2019-04-15 18:00:00,1
115.01,128.03,44.12,2019-04-15 19:00:00,1
110.92,132.96,41.18,2019-04-15 20:00:00,1
97.64,134.68,32.35,2019-04-15 21:00:00,1
57.61,77.11,26.47,2019-04-15 22:00:00,1
51.91,78.38,29.41,2019-04-15 23:00:00,1
47.15,87.08,41.18,2019-04-16 00:00:00,2
45.16,39.26,38.24,2019-04-16 01:00:00,2
43.04,5.42,55.88,2019-04-16 02:00:00,2
44.0,5.49,52.94,2019-04-16 03:00:00,2
48.5,5.18,52.94,2019-04-16 04:00:00,2
57.39,4.79,55.88,2019-04-16 05:00:00,2
52.32,40.39,55.88,2019-04-16 06:00:00,2
62.27,25.46,55.88,2019-04-16 07:00:00,2
91.63,96.2,35.29,2019-04-16 08:00:00,2
116.91,163.52,17.65,2019-04-16 09:00:00,2
97.1,128.84,23.53,2019-04-16 10:00:00,2
80.1,133.24,32.35,2019-04-16 11:00:00,2
99.03,138.03,38.24,2019-04-16 12:00:00,2
95.54,164.08,35.29,2019-04-16 13:00:00,2
92.91,168.91,35.29,2019-04-16 14:00:00,2
109.8,137.18,38.24,2019-04-16 15:00:00,2
88.15,111.02,38.24,2019-04-16 16:00:00,2
109.0,89.89,41.18,2019-04-16 17:00:00,2
110.48,75.85,38.24,2019-04-16 18:00:00,2
116.41,57.36,38.24,2019-04-16 19:00:00,2
117.76,35.07,41.18,2019-04-16 20:00:00,2
111.44,70.32,41.18,2019-04-16 21:00:00,2
60.73,64.3,41.18,2019-04-16 22:00:00,2
47.42,45.07,38.24,2019-04-16 23:00:00,2
45.88,9.96,61.76,2019-04-17 00:00:00,3
47.24,47.18,61.76,2019-04-17 01:00:00,3
42.37,23.49,26.47,2019-04-17 02:00:00,3
