0,1,time,week
4.36,5.39,2019-10-29 00:00:00,2
4.31,6.02,2019-10-29 01:00:00,2
4.19,4.4,2019-10-29 02:00:00,2
4.3,4.26,2019-10-29 03:00:00,2
4.22,4.05,2019-10-29 04:00:00,2
14.52,9.68,2019-10-29 05:00:00,2
18.76,8.1,2019-10-29 06:00:00,2
19.37,8.42,2019-10-29 07:00:00,2
20.07,9.44,2019-10-29 08:00:00,2
23.34,8.56,2019-10-29 09:00:00,2
23.31,8.06,2019-10-29 10:00:00,2
23.01,13.98,2019-10-29 11:00:00,2
19.77,12.5,2019-10-29 12:00:00,2
22.88,17.85,2019-10-29 13:00:00,2
23.98,22.54,2019-10-29 14:00:00,2
23.69,25.25,2019-10-29 15:00:00,2
24.1,22.71,2019-10-29 16:00:00,2
23.67,20.95,2019-10-29 17:00:00,2
25.42,8.45,2019-10-29 18:00:00,2
25.41,11.09,2019-10-29 19:00:00,2
22.86,10.04,2019-10-29 20:00:00,2
20.45,8.73,2019-10-29 21:00:00,2
9.68,7.32,2019-10-29 22:00:00,2
4.69,7.96,2019-10-29 23:00:00,2
5.06,5.81,2019-10-30 00:00:00,3
4.96,5.49,2019-10-30 01:00:00,3
5.05,5.53,2019-10-30 02:00:00,3
5.02,5.04,2019-10-30 03:00:00,3
4.95,4.4,2019-10-30 04:00:00,3
15.41,10.85,2019-10-30 05:00:00,3
19.57,7.01,2019-10-30 06:00:00,3
24.95,5.85,2019-10-30 07:00:00,3
23.62,9.51,2019-10-30 08:00:00,3
22.1,8.49,2019-10-30 09:00:00,3
23.69,7.92,2019-10-30 10:00:00,3
19.67,11.09,2019-10-30 11:00:00,3
19.6,10.92,2019-10-30 12:00:00,3
19.13,8.94,2019-10-30 13:00:00,3
19.57,10.63,2019-10-30 14:00:00,3
19.35,11.2,2019-10-30 15:00:00,3
19.22,10.92,2019-10-30 16:00:00,3
19.73,11.23,2019-10-30 17:00:00,3
20.0,9.89,2019-10-30 18:00:00,3
20.56,9.82,2019-10-30 19:00:00,3
21.1,8.94,2019-10-30 20:00:00,3
21.79,8.2,2019-10-30 21:00:00,3
8.73,7.68,2019-10-30 22:00:00,3
3.95,6.34,2019-10-30 23:00:00,3
4.78,6.8,2019-10-31 00:00:00,4
4.91,5.14,2019-10-31 01:00:00,4
4.95,4.65,2019-10-31 02:00:00,4
4.94,4.33,2019-10-31 03:00:00,4
4.79,4.08,2019-10-31 04:00:00,4
15.18,7.08,2019-10-31 05:00:00,4
19.32,6.44,2019-10-31 06:00:00,4
19.84,6.34,2019-10-31 07:00:00,4
20.4,7.25,2019-10-31 08:00:00,4
23.46,8.91,2019-10-31 09:00:00,4
23.34,7.64,2019-10-31 10:00:00,4
24.33,12.29,2019-10-31 11:00:00,4
20.11,10.63,2019-10-31 12:00:00,4
19.71,9.26,2019-10-31 13:00:00,4
19.83,18.38,2019-10-31 14:00:00,4
21.92,26.06,2019-10-31 15:00:00,4
22.59,21.34,2019-10-31 16:00:00,4
21.83,8.98,2019-10-31 17:00:00,4
22.48,9.79,2019-10-31 18:00:00,4
19.14,9.72,2019-10-31 19:00:00,4
20.19,10.11,2019-10-31 20:00:00,4
20.28,9.37,2019-10-31 21:00:00,4
9.01,7.85,2019-10-31 22:00:00,4
4.83,6.02,2019-10-31 23:00:00,4
4.58,7.08,2019-11-01 00:00:00,5
4.65,4.86,2019-11-01 01:00:00,5
5.52,4.96,2019-11-01 02:00:00,5
4.93,4.72,2019-11-01 03:00:00,5
4.8,4.12,2019-11-01 04:00:00,5
15.64,8.45,2019-11-01 05:00:00,5
19.81,7.54,2019-11-01 06:00:00,5
20.57,7.32,2019-11-01 07:00:00,5
20.88,7.43,2019-11-01 08:00:00,5
21.17,10.21,2019-11-01 09:00:00,5
22.71,7.29,2019-11-01 10:00:00,5
19.83,8.45,2019-11-01 11:00:00,5
21.53,16.83,2019-11-01 12:00:00,5
23.86,14.89,2019-11-01 13:00:00,5
24.31,17.75,2019-11-01 14:00:00,5
24.7,19.65,2019-11-01 15:00:00,5
24.63,18.84,2019-11-01 16:00:00,5
24.67,17.32,2019-11-01 17:00:00,5
26.09,12.36,2019-11-01 18:00:00,5
25.39,11.51,2019-11-01 19:00:00,5
25.42,11.37,2019-11-01 20:00:00,5
26.09,7.85,2019-11-01 21:00:00,5
15.42,9.3,2019-11-01 22:00:00,5
11.34,9.08,2019-11-01 23:00:00,5
