,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.0,12.024811113656133,17.55202111879389,24.148995349932814,19.96879428022122,6.421939738962002,25.308371455890537,14.075947567207235,22.49996366349911,18.68475086973885,8.177344582959465,20.017710250458524,11.100574933413736,12.2781299157118,17.512399697457234
1,12.024811113656133,-0.0,26.43053498143337,15.764488679141296,16.013367338058895,10.559897348652369,19.99248945094614,12.859146926124932,25.08401267098509,14.015911842931205,15.942187742458021,18.24217151795226,14.654415657899266,11.568052803100608,16.62640223681178
2,17.55202111879389,26.43053498143337,-0.0,17.970092219206784,24.143349353412972,13.279779175658712,22.053343419549286,10.238642624176363,15.440769833432602,12.462443520772139,16.91939398200042,15.809481024349843,17.422277077266546,10.918588375752334,14.665472641630018
3,24.148995349932814,15.764488679141296,17.970092219206784,-0.0,29.279942805604726,27.961015772212928,26.562199157861222,20.530636508831204,27.21332631537584,29.138576427601542,16.434468918406704,29.717853453137828,20.30634885847749,17.100622751844423,20.644698016326537
4,19.96879428022122,16.013367338058895,24.143349353412972,29.279942805604726,-0.0,16.05703334882743,20.090217471826822,13.043155928627035,23.585401719952063,11.485522738407042,19.36242474988167,20.030912538443353,15.81112443284066,18.424269471091296,18.61596619519663
5,6.421939738962002,10.559897348652369,13.279779175658712,27.961015772212928,16.05703334882743,-0.0,21.9182885111868,11.223661359927634,17.488893957402148,9.393750923508225,7.648273177264982,13.82952098482309,9.47847591387007,6.705492649270163,12.458305290056527
6,25.308371455890537,19.99248945094614,22.053343419549286,26.562199157861222,20.090217471826822,21.9182885111868,-0.0,16.127409020412163,19.41862638774545,16.05526908854254,43.550218091122325,20.186768224920772,23.039786559882067,21.977894108267744,22.922242430645706
7,14.075947567207235,12.859146926124932,10.238642624176363,20.530636508831204,13.043155928627035,11.223661359927634,16.127409020412163,-0.0,10.29353523953519,15.51025193836897,13.633674651679943,13.314060498521545,9.888449334893343,9.24659399670505,13.512447490796662
8,22.49996366349911,25.08401267098509,15.440769833432602,27.21332631537584,23.585401719952063,17.488893957402148,19.41862638774545,10.29353523953519,-0.0,22.403066362529607,23.37958406647731,19.23406823284852,17.528668936438187,19.10336919085832,13.45721422808031
9,18.68475086973885,14.015911842931205,12.462443520772139,29.138576427601542,11.485522738407042,9.393750923508225,16.05526908854254,15.51025193836897,22.403066362529607,-0.0,19.920325438180466,18.316994812255615,22.54454832147104,19.073804176394617,19.979253324210653
10,8.177344582959465,15.942187742458021,16.91939398200042,16.434468918406704,19.36242474988167,7.648273177264982,43.550218091122325,13.633674651679943,23.37958406647731,19.920325438180466,-0.0,17.33157248833941,11.286361919425303,12.737568018784193,12.036240377899054
11,20.017710250458524,18.24217151795226,15.809481024349843,29.717853453137828,20.030912538443353,13.82952098482309,20.186768224920772,13.314060498521545,19.23406823284852,18.316994812255615,17.33157248833941,-0.0,8.872331485185667,8.615614350889,14.934238586711233
12,11.100574933413736,14.654415657899266,17.422277077266546,20.30634885847749,15.81112443284066,9.47847591387007,23.039786559882067,9.888449334893343,17.528668936438187,22.54454832147104,11.286361919425303,8.872331485185667,-0.0,5.75527352265588,15.234703108096088
13,12.2781299157118,11.568052803100608,10.918588375752334,17.100622751844423,18.424269471091296,6.705492649270163,21.977894108267744,9.24659399670505,19.10336919085832,19.073804176394617,12.737568018784193,8.615614350889,5.75527352265588,-0.0,14.87383209489294
14,17.512399697457234,16.62640223681178,14.665472641630018,20.644698016326537,18.61596619519663,12.458305290056527,22.922242430645706,13.512447490796662,13.45721422808031,19.979253324210653,12.036240377899054,14.934238586711233,15.234703108096088,14.87383209489294,-0.0
