,48
p,-50.1
k,5
db,0.2903997328770063
cp,3.06747143522941
sp,50.998186534802294
gyh_db,0.7576511642948709
gyh_cp,0.3130267496304048
gyh_sp,0.09486486592549408
zb,0.4807984860364101
exemplars,[ 8 10 19 21 22]
labels,"[19 19 19 19 19 19 19 19  8 19 10 19 19 19 19 19 19 19 19 19 19 21 22 19
 19 19 19 19]"
