avg,cen
47.39846153846153,48.62
45.39115384615384,47.63
44.791923076923084,46.44
44.66461538461538,47.36
44.61576923076924,46.86
46.455,47.31
47.50807692307693,50.85
45.05346153846154,51.39
47.14615384615385,46.45
52.93076923076924,49.85
56.25384615384616,51.89
69.60076923076923,66.63
90.09115384615386,90.0
89.3026923076923,90.63
84.65,87.61
82.62576923076924,82.92
79.59615384615384,79.6
81.22923076923078,85.64
90.74153846153845,88.42
95.2503846153846,101.41
70.95923076923077,78.2
51.223076923076924,53.89
47.74038461538461,45.47
47.350384615384606,46.02
