avg,cen
113.54241379310345,116.66
113.61379310344827,116.34
112.85931034482759,113.31
111.63896551724142,110.01
111.51896551724137,109.96
112.24103448275865,112.91
113.54724137931035,113.98
115.43241379310346,112.85
112.46275862068966,117.93
108.48068965517241,118.98
111.13137931034484,121.61
117.30344827586208,122.36
119.1344827586207,122.4
119.14862068965517,124.75
118.1393103448276,121.44
119.01793103448277,124.87
116.95931034482761,117.35
117.08482758620691,118.84
116.83206896551722,116.83
117.44620689655167,116.28
116.04896551724138,115.91
115.88275862068964,115.08
114.73413793103447,116.36
114.75793103448274,115.44
