avg,cen
230.20909090909092,233.28
231.8163636363637,232.97
231.5772727272727,229.02
230.00863636363638,227.8
222.78727272727275,227.8
225.15,231.02
236.67090909090913,238.68
269.8118181818182,269.97
314.85454545454553,316.02
333.83590909090907,333.27
347.07681818181817,351.1
355.6054545454546,362.37
352.1322727272727,360.77
349.5236363636363,349.53
347.00954545454556,357.12
341.90909090909093,356.5
331.455909090909,338.03
318.3840909090909,326.6
296.2709090909091,298.2
272.55909090909086,266.98
263.76499999999993,263.33
251.2540909090909,258.0
237.4222727272727,240.57
227.35136363636363,231.88
