,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,-0.0,2.600788827893716,3.1206803891130965,3.1232477850231337,3.8770497431425874,5.799576103740888,6.059432257296556,4.818277151461005,3.8852397446547178,3.3779061690614283,3.0450584945663044,4.1260682904764066,4.232468773857049,5.551811490669337,7.194005682098066,3.5679014020898765,5.506803753355727,4.060951438241924,4.551526469944311,4.7251472671535915,3.8515115459174396,3.95888432106576,6.260305946044879,5.574383336514541,7.485727701005147,7.145261932921603,7.230710107172848,10.849417295837105,26.046261987167096,11.472706147256984,19.535568029587687,9.542506425830608,27.079802572989756,22.818050838568812,21.501360121009842,6.446566246165151,4.083895190448142,4.293120769508064,3.3948714226184404,5.518478900257029,5.126053992243731,5.977598901303779,5.911696299173521,3.6890232948202426,4.762103338343567
1,2.600788827893716,-0.0,3.0428241433326386,4.645404200195572,6.161433675133965,6.648893292260857,7.374832067583096,3.933877541775884,4.830175002971607,5.202438106552253,3.5949803234404034,4.8866954247535865,4.197156496044637,4.234654843945484,6.388938873013023,3.904070085809771,3.8386215065412244,4.793874536552255,5.847985131309163,3.535342102796139,4.591403987540719,5.711062609797239,6.0513710605321895,6.475463394099974,7.219557448276844,9.263564063396972,8.273736921055841,10.048264780538267,25.15875844806962,16.031309156259386,20.823875709411734,9.260194310382671,21.137266172562327,18.081532120501436,23.450147513280672,8.365007534331804,3.8602226835126476,5.220796118162833,4.50209410926617,5.605415304460157,6.897731260581608,7.291810110915532,9.205757763004321,5.8004900895419045,5.9992622067926815
2,3.1206803891130965,3.0428241433326386,-0.0,2.972444303608907,5.498502261628636,5.824414687104478,5.5828568908156555,4.866908893550281,4.481128320078143,2.8465317267884305,2.1130158181604735,3.4579549444693316,3.208206139718523,4.888182822790923,6.437079687277617,3.4426176511545497,5.149892150181589,3.486688940278585,5.635003366404297,4.073825068191953,4.397611654504424,4.991093307498281,5.395888303868468,6.208661627526606,6.869000938845605,8.691213597608836,7.663394633652149,9.594035216657648,25.38537116472684,15.112447314227133,23.467687331728943,9.305513889348353,20.17184402236241,18.637068455921256,21.24724475050547,7.72807891952142,4.449846763416003,3.718944528070397,4.473158621188611,4.178555627304386,5.526198950040948,6.5089503992988575,8.223059272542905,4.025835358178047,4.645193878574811
3,3.1232477850231337,4.645404200195572,2.972444303608907,-0.0,2.995936626753834,5.390919025669862,5.828052906717207,6.16184159560574,2.3389858361778555,3.0954814950406573,2.34073080949987,2.703337218242747,4.445188700984502,6.4944705513038965,8.765500444205436,5.275953376313661,7.118358282670704,3.527949883412293,3.591485754100934,6.02968313239788,5.604077747912092,3.7641426595999614,5.470364004293836,6.126691315710652,5.601834760063075,7.385060857440016,7.656265848623884,8.897164784469334,30.96608738625522,12.417217133005945,19.18370990753282,9.546379593632523,23.646688452603147,24.02777291880171,21.655393882335556,6.845390978774965,5.033935267100887,4.28488407850453,4.532415487165667,4.425955382466828,4.03226687396978,7.783264401677741,9.084068954118232,3.4096623146455634,3.737356376923637
4,3.8770497431425874,6.161433675133965,5.498502261628636,2.995936626753834,-0.0,3.018294844899424,2.8232337898269404,6.209544632297968,3.136553636741929,2.752283255523546,3.8976269286998795,4.153339481898678,6.955210762628784,9.428089041383178,11.738562971515949,5.31078903396928,9.491009693300432,3.990145062944944,2.356460315668314,6.454711506665834,4.26838589523048,3.925742451510074,3.284520916796978,3.899584473029033,3.669574941719789,4.734226396746516,5.511881328830782,8.86862658199201,31.99077921709855,12.690179695061854,18.789625910621538,9.021019954574138,26.031320319901944,25.202192758357285,20.939431508455947,4.221283037311245,6.039606363593084,3.2115803405862504,4.3538686510302105,3.119914855530867,3.052780202337505,5.613957194542601,10.766224818334338,4.407687023832245,3.431202439231567
5,5.799576103740888,6.648893292260857,5.824414687104478,5.390919025669862,3.018294844899424,-0.0,3.281792974594898,7.978247659632614,4.708553424813193,4.11490154362737,3.8119254927982635,3.9318700623263894,7.039512198074409,9.272670346073312,10.79998958585208,6.092914533894369,8.309761611904321,4.683918202884915,1.460890688413722,7.371446486314216,4.515578811044341,4.581119679088424,2.081456087166337,1.8148016929256434,2.3136512555940336,2.87995494358577,3.9683823797292117,10.171334382366322,16.8860678808779,12.706246794149727,22.788420135978182,9.185984599020646,20.699836294537317,23.94112867090396,17.75373531996683,3.0614438619898223,7.326715523876063,4.123692849550117,5.096598466315728,3.259759950919514,2.6159586340162293,5.399287241426151,12.061857707595578,5.94432714273304,4.39184593716781
6,6.059432257296556,7.374832067583096,5.5828568908156555,5.828052906717207,2.8232337898269404,3.281792974594898,-0.0,6.74209004527413,4.306599089337419,3.7786031500985953,3.903218517996322,4.071190514147486,6.625036361441153,8.535838431103574,12.626439736788567,4.898204099398413,9.563031517591316,4.986842545909382,3.0316793485109583,6.502508167970341,4.217799753462296,4.816418931337766,3.702315197636567,3.4127896648162435,4.492745282051518,4.348113893165165,4.883801936676789,13.550425156579394,22.849041063120282,12.405200902731009,28.705494380586376,9.360041025266206,27.584571387230753,19.62439742218535,17.315232622155875,3.88266041918602,5.189444799026584,2.6464256206759096,4.137400419017934,3.4590512750508444,2.63789537054534,5.558897420093207,11.254451395829705,5.856982361749419,3.2975991195568213
7,4.818277151461005,3.933877541775884,4.866908893550281,6.16184159560574,6.209544632297968,7.978247659632614,6.74209004527413,-0.0,6.76640549965078,6.600277104085374,5.075206205171659,5.845078390401637,5.542691998393068,6.332058863658386,9.141296139497934,3.9400008303383913,5.343265891847717,4.29901389569433,7.31941740067804,3.5210455933401206,5.337978456665009,5.654660363826155,4.992137525415119,7.197304236394587,7.396081383099958,8.009684957329002,8.698978441543105,12.215286994386496,26.37781644011172,17.381200743961756,24.34955328879568,7.084600942306121,25.960412770835983,18.175432563124843,20.938186589930638,7.6229278782131935,3.2667997440796297,3.918763633026604,4.385127457828178,5.378722875201889,7.319299084558062,4.9940695882040504,10.83047161494893,5.571284882750427,4.7832447259805395
8,3.8852397446547178,4.830175002971607,4.481128320078143,2.3389858361778555,3.136553636741929,4.708553424813193,4.306599089337419,6.76640549965078,-0.0,4.075385708114914,2.9481479792869143,2.5363199580123204,4.8711938264247605,8.297086340067866,11.425713625248205,5.117667454135821,7.334022558530808,3.0315150619758313,2.5332754046187227,6.281172422282929,5.4443923012134325,2.86621606427894,5.7628066000949465,5.264308362079883,6.549837098032517,6.982525722756107,5.878623601546916,11.108106510787342,31.14328063406325,12.03793951995978,17.48675907449915,11.454217337730483,17.321710032284038,24.461372960031227,17.9389761550063,6.074564329834693,4.205937579645333,3.550505257231591,3.3948280614389374,3.108840346572725,2.6486639509877135,6.244276901640187,6.215876320332666,4.058605370548482,2.7347121919602793
9,3.3779061690614283,5.202438106552253,2.8465317267884305,3.0954814950406573,2.752283255523546,4.11490154362737,3.7786031500985953,6.600277104085374,4.075385708114914,-0.0,2.900566174087694,4.241693858766085,5.1153912686689,7.112078134110045,9.40013648031145,4.08794190861132,7.218017802194386,4.035069834602904,3.71051353323656,5.438847912403045,3.8605365575782318,4.584509404053576,4.536364031620088,4.434149329471219,5.271839977207971,5.282104984360262,6.528194143769261,8.281350224272567,26.011924009893058,14.912780195638597,18.6745107595351,8.494726324663946,20.45901987815135,19.48775764071677,21.100495430826143,4.856290803773723,6.1772213976405554,3.1369271116735575,3.5761706224201872,4.733869798548047,3.560434106124741,6.6002327717372395,11.286779166250215,4.217529678279337,4.185934969810323
