avg,cen
353.7484375000001,330.67
346.9950000000001,327.99
338.58375000000007,304.15
328.25031249999995,282.36
317.02937499999996,270.81
305.86468749999995,260.53
308.96656249999995,257.43
348.5090625000001,265.11
369.00312500000007,277.75
417.15375,312.22
518.393125,436.58
589.3181249999999,583.17
615.2803125,605.88
612.233125,591.58
624.9009374999998,600.6
623.9978125,623.98
614.8012499999999,611.44
597.4456250000001,592.43
551.8950000000001,497.61
497.04125,453.59
460.9431249999999,440.88
436.4599999999998,400.74
399.290625,367.68
372.3775,341.3
