,9
p,-16.2
k,8
db,0.9157553290256538
cp,2.636003558599082
sp,26.156147302491085
gyh_db,0.44561827611934685
gyh_cp,0.27054885606393636
gyh_sp,0.0
zb,0.2904463520756575
exemplars,[  0  13  24  71 101 104 121 128]
labels,"[  0   0   0   0   0   0   0   0   0   0   0  71   0  13  71  71  71  71
   0  71   0  71  71  71  24   0  71   0  71  71  71  71  71  71  71  71
  71  71  71  71   0  71  71  71  71  71  71   0  71  71  71  71  71   0
  71  71  71  71   0   0   0 121   0  71  71  71  71  71  71  71  71  71
  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 121 121 121 121 121   0   0   0 121 128 128 101 121 121 104 128   0   0
 128   0   0 121 128 128 121 121 121 121 121 121 121 121 121 128 128   0
 121 128 128 128]"
