,18
p,-24.9
k,1
db,0.0
cp,12.840039715974058
sp,0.0
gyh_db,0.0
gyh_cp,1.0
gyh_sp,1.0
zb,0.5
exemplars,[2]
labels,[2 2 2 2 2 2 2]
