0,1,2,time,week
46.61,101.73,32.35,2019-05-11 00:00:00,6
43.26,46.62,38.24,2019-05-11 01:00:00,6
41.41,8.66,41.18,2019-05-11 02:00:00,6
41.2,14.68,32.35,2019-05-11 03:00:00,6
41.44,32.5,32.35,2019-05-11 04:00:00,6
42.52,6.44,32.35,2019-05-11 05:00:00,6
33.77,46.62,35.29,2019-05-11 06:00:00,6
32.27,39.08,41.18,2019-05-11 07:00:00,6
33.15,14.75,35.29,2019-05-11 08:00:00,6
35.45,59.47,32.35,2019-05-11 09:00:00,6
34.61,127.04,29.41,2019-05-11 10:00:00,6
35.5,112.54,32.35,2019-05-11 11:00:00,6
35.47,106.62,32.35,2019-05-11 12:00:00,6
36.12,168.63,32.35,2019-05-11 13:00:00,6
34.21,142.75,32.35,2019-05-11 14:00:00,6
35.01,116.37,32.35,2019-05-11 15:00:00,6
35.77,155.6,29.41,2019-05-11 16:00:00,6
35.01,159.82,32.35,2019-05-11 17:00:00,6
33.94,99.75,32.35,2019-05-11 18:00:00,6
40.43,86.97,26.47,2019-05-11 19:00:00,6
44.51,117.85,29.41,2019-05-11 20:00:00,6
42.45,88.45,41.18,2019-05-11 21:00:00,6
45.11,50.32,38.24,2019-05-11 22:00:00,6
45.06,98.31,32.35,2019-05-11 23:00:00,6
41.23,37.61,20.59,2019-05-18 00:00:00,6
42.62,28.27,23.53,2019-05-18 01:00:00,6
42.04,20.7,23.53,2019-05-18 02:00:00,6
39.81,6.13,23.53,2019-05-18 03:00:00,6
37.16,5.18,29.41,2019-05-18 04:00:00,6
38.02,5.35,50.0,2019-05-18 05:00:00,6
30.23,4.33,52.94,2019-05-18 06:00:00,6
29.32,4.12,52.94,2019-05-18 07:00:00,6
30.52,3.87,50.0,2019-05-18 08:00:00,6
33.75,30.63,35.29,2019-05-18 09:00:00,6
33.0,83.91,32.35,2019-05-18 10:00:00,6
32.92,99.23,38.24,2019-05-18 11:00:00,6
34.72,104.44,38.24,2019-05-18 12:00:00,6
35.42,119.12,29.41,2019-05-18 13:00:00,6
35.46,122.43,35.29,2019-05-18 14:00:00,6
34.85,115.77,23.53,2019-05-18 15:00:00,6
36.39,123.63,20.59,2019-05-18 16:00:00,6
38.75,118.98,23.53,2019-05-18 17:00:00,6
35.71,111.55,20.59,2019-05-18 18:00:00,6
39.49,104.79,20.59,2019-05-18 19:00:00,6
45.8,93.98,23.53,2019-05-18 20:00:00,6
45.8,83.42,20.59,2019-05-18 21:00:00,6
45.62,67.01,20.59,2019-05-18 22:00:00,6
45.13,56.87,17.65,2019-05-18 23:00:00,6
43.18,81.2,17.65,2019-05-05 00:00:00,7
42.07,68.13,17.65,2019-05-05 01:00:00,7
39.9,20.28,26.47,2019-05-05 02:00:00,7
43.19,15.14,23.53,2019-05-05 03:00:00,7
41.16,35.25,20.59,2019-05-05 04:00:00,7
40.2,7.29,20.59,2019-05-05 05:00:00,7
31.91,7.36,23.53,2019-05-05 06:00:00,7
32.49,45.92,23.53,2019-05-05 07:00:00,7
32.15,66.13,26.47,2019-05-05 08:00:00,7
33.25,84.86,32.35,2019-05-05 09:00:00,7
34.16,166.02,29.41,2019-05-05 10:00:00,7
32.19,152.36,26.47,2019-05-05 11:00:00,7
33.77,151.65,29.41,2019-05-05 12:00:00,7
34.63,179.68,20.59,2019-05-05 13:00:00,7
32.29,185.74,29.41,2019-05-05 14:00:00,7
33.39,156.16,38.24,2019-05-05 15:00:00,7
34.42,177.75,26.47,2019-05-05 16:00:00,7
32.02,182.54,29.41,2019-05-05 17:00:00,7
32.5,131.23,38.24,2019-05-05 18:00:00,7
39.96,134.79,26.47,2019-05-05 19:00:00,7
45.44,154.79,20.59,2019-05-05 20:00:00,7
42.16,102.43,26.47,2019-05-05 21:00:00,7
43.07,76.44,23.53,2019-05-05 22:00:00,7
41.8,114.05,20.59,2019-05-05 23:00:00,7
46.46,125.88,38.24,2019-05-12 00:00:00,7
46.44,60.67,41.18,2019-05-12 01:00:00,7
45.97,11.23,41.18,2019-05-12 02:00:00,7
43.38,31.23,35.29,2019-05-12 03:00:00,7
42.13,49.08,32.35,2019-05-12 04:00:00,7
42.29,8.59,41.18,2019-05-12 05:00:00,7
33.98,55.99,35.29,2019-05-12 06:00:00,7
32.88,48.03,44.12,2019-05-12 07:00:00,7
34.06,27.61,38.24,2019-05-12 08:00:00,7
35.74,81.65,29.41,2019-05-12 09:00:00,7
35.63,126.44,32.35,2019-05-12 10:00:00,7
36.65,107.75,35.29,2019-05-12 11:00:00,7
35.45,115.35,32.35,2019-05-12 12:00:00,7
33.81,174.47,29.41,2019-05-12 13:00:00,7
34.17,128.2,26.47,2019-05-12 14:00:00,7
36.84,73.8,32.35,2019-05-12 15:00:00,7
35.12,111.62,35.29,2019-05-12 16:00:00,7
34.31,85.28,41.18,2019-05-12 17:00:00,7
34.32,62.68,35.29,2019-05-12 18:00:00,7
41.73,106.23,29.41,2019-05-12 19:00:00,7
44.88,88.27,32.35,2019-05-12 20:00:00,7
42.79,36.73,35.29,2019-05-12 21:00:00,7
45.65,28.03,29.41,2019-05-12 22:00:00,7
45.26,78.84,29.41,2019-05-12 23:00:00,7
46.67,42.5,20.59,2019-05-19 00:00:00,7
47.18,36.69,23.53,2019-05-19 01:00:00,7
47.42,30.99,23.53,2019-05-19 02:00:00,7
43.96,19.26,26.47,2019-05-19 03:00:00,7
41.5,8.56,23.53,2019-05-19 04:00:00,7
40.83,6.34,32.35,2019-05-19 05:00:00,7
35.09,9.4,32.35,2019-05-19 06:00:00,7
34.86,26.58,29.41,2019-05-19 07:00:00,7
34.72,50.49,32.35,2019-05-19 08:00:00,7
33.99,70.74,38.24,2019-05-19 09:00:00,7
34.68,78.24,38.24,2019-05-19 10:00:00,7
35.21,72.15,35.29,2019-05-19 11:00:00,7
38.4,98.42,29.41,2019-05-19 12:00:00,7
35.84,100.14,17.65,2019-05-19 13:00:00,7
35.38,105.81,14.71,2019-05-19 14:00:00,7
35.15,108.13,14.71,2019-05-19 15:00:00,7
35.03,96.51,14.71,2019-05-19 16:00:00,7
34.94,84.82,14.71,2019-05-19 17:00:00,7
35.08,82.57,14.71,2019-05-19 18:00:00,7
37.93,80.14,17.65,2019-05-19 19:00:00,7
44.71,67.36,14.71,2019-05-19 20:00:00,7
43.49,53.77,17.65,2019-05-19 21:00:00,7
44.99,49.44,23.53,2019-05-19 22:00:00,7
45.35,46.23,23.53,2019-05-19 23:00:00,7
41.52,24.19,20.59,2019-05-25 00:00:00,6
43.37,25.85,23.53,2019-05-25 01:00:00,6
41.17,15.95,23.53,2019-05-25 02:00:00,6
41.4,9.58,23.53,2019-05-25 03:00:00,6
40.59,5.42,26.47,2019-05-25 04:00:00,6
36.39,5.04,29.41,2019-05-25 05:00:00,6
32.69,3.8,38.24,2019-05-25 06:00:00,6
31.12,5.6,38.24,2019-05-25 07:00:00,6
30.02,19.86,29.41,2019-05-25 08:00:00,6
32.83,55.25,29.41,2019-05-25 09:00:00,6
33.61,103.45,32.35,2019-05-25 10:00:00,6
32.98,118.27,20.59,2019-05-25 11:00:00,6
32.92,131.3,17.65,2019-05-25 12:00:00,6
32.65,134.68,17.65,2019-05-25 13:00:00,6
33.72,154.72,20.59,2019-05-25 14:00:00,6
30.99,128.98,20.59,2019-05-25 15:00:00,6
32.7,147.54,14.71,2019-05-25 16:00:00,6
33.41,152.25,14.71,2019-05-25 17:00:00,6
34.86,131.83,11.76,2019-05-25 18:00:00,6
36.05,120.04,14.71,2019-05-25 19:00:00,6
41.59,103.56,14.71,2019-05-25 20:00:00,6
41.48,78.31,17.65,2019-05-25 21:00:00,6
41.86,67.68,23.53,2019-05-25 22:00:00,6
42.06,64.51,20.59,2019-05-25 23:00:00,6
43.35,38.59,23.53,2019-05-26 00:00:00,7
42.49,42.54,23.53,2019-05-26 01:00:00,7
42.26,23.84,20.59,2019-05-26 02:00:00,7
41.65,8.87,20.59,2019-05-26 03:00:00,7
40.23,6.16,20.59,2019-05-26 04:00:00,7
36.37,8.73,23.53,2019-05-26 05:00:00,7
30.62,5.49,23.53,2019-05-26 06:00:00,7
30.93,7.29,23.53,2019-05-26 07:00:00,7
32.12,38.87,20.59,2019-05-26 08:00:00,7
32.05,77.99,23.53,2019-05-26 09:00:00,7
32.28,74.89,17.65,2019-05-26 10:00:00,7
32.87,100.95,20.59,2019-05-26 11:00:00,7
33.51,101.94,23.53,2019-05-26 12:00:00,7
34.48,103.31,20.59,2019-05-26 13:00:00,7
31.85,109.15,17.65,2019-05-26 14:00:00,7
34.32,108.66,17.65,2019-05-26 15:00:00,7
32.92,101.06,20.59,2019-05-26 16:00:00,7
31.9,114.72,20.59,2019-05-26 17:00:00,7
31.5,90.56,20.59,2019-05-26 18:00:00,7
34.62,77.89,20.59,2019-05-26 19:00:00,7
41.88,81.02,17.65,2019-05-26 20:00:00,7
41.56,53.49,17.65,2019-05-26 21:00:00,7
41.93,67.43,20.59,2019-05-26 22:00:00,7
41.58,60.95,23.53,2019-05-26 23:00:00,7
