avg,cen
61.75,37.61
40.10666666666666,28.27
18.561666666666667,20.7
14.958333333333334,6.13
17.816666666666666,5.18
6.748333333333332,5.35
20.938333333333333,4.33
21.78333333333333,4.12
25.90833333333333,3.87
62.62166666666667,30.63
98.995,83.91
101.815,99.23
109.67833333333333,104.44
133.39166666666665,119.12
127.17666666666666,122.43
108.61833333333333,115.77
122.66000000000001,123.63
119.31166666666668,118.98
96.49000000000001,111.55
96.01,104.79
92.00666666666666,93.98
65.69500000000001,83.42
54.98500000000001,67.01
67.61833333333333,56.87
