,0,1,2,3,4,5,6,7,8,9
0,-0.0,20.022525717825552,16.719519967868674,28.712117153798147,15.575597178637096,15.036650718143564,13.686805688602295,15.685241860467428,11.70933052566125,20.889741032425153
1,20.022525717825552,-0.0,17.692718458993433,26.110890803872117,17.144521784455986,12.107070724517687,13.825446978895517,11.809728766856429,16.39925657618675,13.415335106192757
2,16.719519967868674,17.692718458993433,-0.0,15.204632463857118,25.885444709317262,17.293211729856722,12.443690708990292,14.702279787322242,11.407661283635235,15.971953825268947
3,28.712117153798147,26.110890803872117,15.204632463857118,-0.0,36.85602625740286,27.267619639415827,14.299998310058145,24.878471606520016,19.679505443189917,26.576999215470266
4,15.575597178637096,17.144521784455986,25.885444709317262,36.85602625740286,-0.0,18.319109679031488,15.393394367043046,16.94156541821399,20.564782165921894,16.59515061064622
5,15.036650718143564,12.107070724517687,17.293211729856722,27.267619639415827,18.319109679031488,-0.0,12.229367489289114,10.890462761892682,10.727704518670139,24.872585981539213
6,13.686805688602295,13.825446978895517,12.443690708990292,14.299998310058145,15.393394367043046,12.229367489289114,-0.0,15.408873478400624,11.41763379613624,13.481320585095046
7,15.685241860467428,11.809728766856429,14.702279787322242,24.878471606520016,16.94156541821399,10.890462761892682,15.408873478400624,-0.0,12.85021440154358,11.572842596281399
8,11.70933052566125,16.39925657618675,11.407661283635235,19.679505443189917,20.564782165921894,10.727704518670139,11.41763379613624,12.85021440154358,-0.0,15.858556276252132
9,20.889741032425153,13.415335106192757,15.971953825268947,26.576999215470266,16.59515061064622,24.872585981539213,13.481320585095046,11.572842596281399,15.858556276252132,-0.0
