,4
p,-10.2
k,5
db,0.766853654651165
cp,2.213980879189705
sp,16.829703864366625
gyh_db,0.2814628514592152
gyh_cp,0.30525611548672116
gyh_sp,0.4290716093571429
zb,0.3243133569405736
exemplars,[  4   5  14  42 102]
labels,"[ 14  14  14  14   4   5  14  14  14  14  14  14  14  14  14  42 102  42
  14 102 102  42  42  14  42 102  42  42 102  42 102  42 102 102 102 102
  42  14 102  42 102  42  42  42  42  42 102 102 102 102 102 102 102  42
  42 102 102  42  42  42 102 102 102 102 102 102 102 102 102 102 102 102
 102 102 102  14 102 102 102 102 102 102 102 102 102 102 102 102 102 102
 102 102 102 102 102 102 102 102 102 102  14 102 102 102 102 102 102 102
 102 102 102 102 102 102 102]"
