0,1,time,week
53.14,15.25,2019-01-05 00:00:00,6
53.82,11.87,2019-01-05 01:00:00,6
56.59,11.55,2019-01-05 02:00:00,6
55.92,12.61,2019-01-05 03:00:00,6
59.44,12.54,2019-01-05 04:00:00,6
70.31,15.04,2019-01-05 05:00:00,6
85.58,21.27,2019-01-05 06:00:00,6
89.41,15.0,2019-01-05 07:00:00,6
92.43,14.65,2019-01-05 08:00:00,6
90.81,14.72,2019-01-05 09:00:00,6
92.27,15.18,2019-01-05 10:00:00,6
91.99,19.12,2019-01-05 11:00:00,6
91.08,23.66,2019-01-05 12:00:00,6
89.52,27.92,2019-01-05 13:00:00,6
86.42,26.69,2019-01-05 14:00:00,6
79.64,25.21,2019-01-05 15:00:00,6
78.96,24.82,2019-01-05 16:00:00,6
80.61,22.82,2019-01-05 17:00:00,6
70.81,21.87,2019-01-05 18:00:00,6
60.79,19.82,2019-01-05 19:00:00,6
58.73,20.53,2019-01-05 20:00:00,6
58.1,20.42,2019-01-05 21:00:00,6
56.37,19.47,2019-01-05 22:00:00,6
51.91,13.13,2019-01-05 23:00:00,6
51.74,16.2,2019-01-12 00:00:00,6
51.96,12.43,2019-01-12 01:00:00,6
55.32,13.66,2019-01-12 02:00:00,6
55.66,14.01,2019-01-12 03:00:00,6
58.06,14.26,2019-01-12 04:00:00,6
67.9,17.92,2019-01-12 05:00:00,6
77.45,30.7,2019-01-12 06:00:00,6
82.97,17.96,2019-01-12 07:00:00,6
79.02,17.01,2019-01-12 08:00:00,6
77.41,18.38,2019-01-12 09:00:00,6
78.1,30.32,2019-01-12 10:00:00,6
77.82,33.31,2019-01-12 11:00:00,6
78.55,36.27,2019-01-12 12:00:00,6
75.28,40.32,2019-01-12 13:00:00,6
77.74,40.11,2019-01-12 14:00:00,6
72.07,38.17,2019-01-12 15:00:00,6
70.21,37.82,2019-01-12 16:00:00,6
69.97,33.52,2019-01-12 17:00:00,6
63.5,31.41,2019-01-12 18:00:00,6
56.37,27.18,2019-01-12 19:00:00,6
55.2,24.58,2019-01-12 20:00:00,6
