p,k,db,cp,sp,exemplars,labels
-1.7,3,0.0,0.0,21.584511362148803,[0 1 2],[0 1 2]
-2.7,3,0.0,0.0,21.584511362148803,[0 1 2],[0 1 2]
-3.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-4.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-5.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-6.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-7.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-8.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-9.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-10.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-11.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-12.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-13.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-14.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-15.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-16.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-17.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-18.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-19.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-20.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-21.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-22.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-23.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-24.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-25.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-26.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-27.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-28.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-29.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-30.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
-31.7,3,1.3512145321232,1.1255666476970874,21.584511362148803,[0 1 2],[0 2 1]
