avg,cen
42.67714285714286,43.21
43.44,43.97
44.85,45.01
43.19285714285714,44.83
44.60857142857143,45.18
42.432857142857145,42.8
33.67142857142857,34.39
33.612857142857145,32.85
35.825714285714284,35.28
36.387142857142855,35.04
36.98428571428571,35.08
36.36714285714286,35.52
36.18857142857143,35.52
35.81142857142858,36.13
36.65857142857143,36.57
37.39142857142857,37.26
37.42857142857143,38.6
36.85571428571428,36.0
36.69857142857143,37.1
37.502857142857145,37.33
45.855714285714285,46.96
45.30142857142857,47.18
44.19142857142857,45.03
43.784285714285716,44.82
