campus,bldgno,bldgname,Year,Month,Day,Hour,ele,wash_ele
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,0,47.23,47.23
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,1,47.5,47.5
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,2,48.79,48.79
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,3,47.76,47.76
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,4,50.1,50.1
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,5,50.14,50.14
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,6,50.09,50.09
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,7,48.61,48.61
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,8,53.46,53.46
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,9,55.4,55.4
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,10,51.35,51.35
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,11,45.19,45.19
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,12,37.98,37.98
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,13,36.55,36.55
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,14,37.99,37.99
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,15,40.0,40.0
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,16,40.33,40.33
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,17,43.29,43.29
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,18,48.31,48.31
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,19,51.65,51.65
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,20,52.92,52.92
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,21,56.25,56.25
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,22,53.67,53.67
Polytechnic,827B,Applied Arts Pavillion,2019,1,1,23,52.38,52.38
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,0,55.15,55.15
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,1,58.21,58.21
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,2,60.03,60.03
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,3,60.48,60.48
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,4,62.84,62.84
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,5,62.39,62.39
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,6,64.09,64.09
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,7,65.35,65.35
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,8,71.19,71.19
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,9,67.89,67.89
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,10,57.45,57.45
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,11,50.5,50.5
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,12,45.25,45.25
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,13,39.31,39.31
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,14,40.42,40.42
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,15,43.25,43.25
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,16,42.2,42.2
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,17,42.13,42.13
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,18,48.12,48.12
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,19,50.47,50.47
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,20,55.42,55.42
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,21,57.07,57.07
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,22,54.88,54.88
Polytechnic,827B,Applied Arts Pavillion,2019,1,2,23,54.33,54.33
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,0,58.32,58.32
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,1,59.35,59.35
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,2,61.57,61.57
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,3,62.75,62.75
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,4,63.88,63.88
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,5,64.49,64.49
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,6,71.26,71.26
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,7,77.37,77.37
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,8,75.32,75.32
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,9,65.79,65.79
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,10,55.03,55.03
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,11,46.38,46.38
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,12,41.89,41.89
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,13,37.83,37.83
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,14,33.85,33.85
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,15,31.16,31.16
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,16,30.25,30.25
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,17,34.27,34.27
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,18,39.51,39.51
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,19,43.94,43.94
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,20,48.77,48.77
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,21,50.33,50.33
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,22,48.1,48.1
Polytechnic,827B,Applied Arts Pavillion,2019,1,3,23,49.47,49.47
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,0,51.51,51.51
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,1,54.53,54.53
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,2,54.83,54.83
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,3,55.97,55.97
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,4,57.38,57.38
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,5,59.63,59.63
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,6,60.37,60.37
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,7,59.97,59.97
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,8,64.29,64.29
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,9,58.45,58.45
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,10,49.04,49.04
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,11,38.7,38.7
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,12,31.27,31.27
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,13,25.84,25.84
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,14,18.16,18.16
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,15,17.0,17.0
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,16,18.49,18.49
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,17,18.18,18.18
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,18,22.22,22.22
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,19,27.12,27.12
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,20,34.12,34.12
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,21,38.36,38.36
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,22,37.6,37.6
Polytechnic,827B,Applied Arts Pavillion,2019,1,4,23,38.67,38.67
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,0,42.23,42.23
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,1,42.47,42.47
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,2,44.8,44.8
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,3,47.07,47.07
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,4,49.54,49.54
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,5,52.18,52.18
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,6,58.43,58.43
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,7,58.65,58.65
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,8,56.47,56.47
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,9,49.42,49.42
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,10,38.13,38.13
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,11,28.02,28.02
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,12,22.38,22.38
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,13,17.32,17.32
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,14,11.84,11.84
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,15,12.77,12.77
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,16,12.89,12.89
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,17,13.61,13.61
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,18,14.53,14.53
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,19,17.29,17.29
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,20,20.21,20.21
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,21,20.91,20.91
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,22,22.65,22.65
Polytechnic,827B,Applied Arts Pavillion,2019,1,5,23,23.66,23.66
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,0,26.31,26.31
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,1,29.45,29.45
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,2,30.19,30.19
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,3,32.22,32.22
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,4,32.16,32.16
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,5,32.66,32.66
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,6,33.66,33.66
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,7,33.33,33.33
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,8,32.85,32.85
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,9,32.12,32.12
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,10,30.01,30.01
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,11,27.94,27.94
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,12,25.92,25.92
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,13,27.56,27.56
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,14,26.3,26.3
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,15,26.41,26.41
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,16,25.19,25.19
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,17,28.14,28.14
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,18,29.72,29.72
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,19,30.26,30.26
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,20,31.62,31.62
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,21,35.82,35.82
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,22,35.92,35.92
Polytechnic,827B,Applied Arts Pavillion,2019,1,6,23,39.46,39.46
Polytechnic,827B,Applied Arts Pavillion,2019,1,7,0,42.17,42.17
Polytechnic,827B,Applied Arts Pavillion,2019,1,7,1,42.29,42.29
Polytechnic,827B,Applied Arts Pavillion,2019,1,7,2,44.25,44.25
Polytechnic,827B,Applied Arts Pavillion,2019,1,7,3,45.53,45.53
