,0,1,2,3,4,5,6,7,8,9
0,-0.0,29.65830744502191,32.47013735122693,32.98961087536085,41.2092908670329,36.048564602382406,43.24219923959512,28.300264258834712,37.85977243441313,31.22326141500989
1,29.65830744502191,-0.0,15.612845580860183,39.47707713811902,14.119748926965894,30.086469719566132,30.256013941457226,19.960507362488762,15.764308010240056,26.03398426879248
2,32.47013735122693,15.612845580860183,-0.0,7.538248336236856,11.62521940147104,31.62855701844104,28.94574784939592,14.187446637682637,15.39100392859987,32.02156773797499
3,32.98961087536085,39.47707713811902,7.538248336236856,-0.0,20.01718585409953,41.111968304448844,36.673865864770086,14.742152899779201,21.81423328805585,44.42282540700057
4,41.2092908670329,14.119748926965894,11.62521940147104,20.01718585409953,-0.0,31.85974750761568,24.66879532284156,19.18797929204373,16.011360546405363,18.969593625037156
5,36.048564602382406,30.086469719566132,31.62855701844104,41.111968304448844,31.85974750761568,-0.0,25.92153275470725,26.654888493876765,21.814351449911275,51.633711079152555
6,43.24219923959512,30.256013941457226,28.94574784939592,36.673865864770086,24.66879532284156,25.92153275470725,-0.0,21.797641466589557,15.402352464205316,55.322459819231455
7,28.300264258834712,19.960507362488762,14.187446637682637,14.742152899779201,19.18797929204373,26.654888493876765,21.797641466589557,-0.0,18.2205020501002,18.76527542055406
8,37.85977243441313,15.764308010240056,15.39100392859987,21.81423328805585,16.011360546405363,21.814351449911275,15.402352464205316,18.2205020501002,-0.0,22.979007180232614
9,31.22326141500989,26.03398426879248,32.02156773797499,44.42282540700057,18.969593625037156,51.633711079152555,55.322459819231455,18.76527542055406,22.979007180232614,-0.0
