,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.116913803520442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,12.116913803520442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,12.116913803520442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,12.116913803520442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,12.116913803520442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,12.116913803520442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12.116913803520442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,-0.0,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,17.7719849092981,12.116913803520442,12.116913803520442,1.1359465167682563,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.8071726983631,16.263812499752753,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,25.80364520722078,16.911425472509837,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.153030999170491,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.489779444885771,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,33.070575643144366,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.329387971975423,12.143786011906846,9.789659197019185,12.49379710831966,12.11898460775188,13.359061955427304,14.946067561106014,12.182189647264682,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,8.442120319794872,14.763232781370181,12.136360149891498,12.128655407499535,12.989085489020837,12.526294597391344,12.214644278136833,12.128526748520665,12.194270157848761,12.312346900152525,7.520106747775609,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442,12.116913803520442
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.116913803520442,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.116913803520442,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000917178967615,0.0,0.0,8.899892321775559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.147779213477128,10.848594236359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78175818189157,11.797317974451241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362490826989726,0.0,0.0,0.0,0.0,0.22402633993077103,0.0,0.0,0.0,0.0,11.560413445247924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27908043770904,0.8074271366755981,1.247919562915716,0.3880250029937918,0.22402633993077103,1.1394104099693199,1.8334879906282708,1.2594222802454114,0.0,0.0,0.0,0.0,0.9626786306122335,1.822830563633997,0.6867587392455641,0.533555875165364,1.909747732350845,2.6591522683884032,1.542055355516341,0.5306231879941018,1.3713586550048247,5.494980323443599,27.227162979274468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
