,16
p,-16.0
k,4
db,0.06449577855017567
cp,0.25802155326266996
sp,29.88794965508839
gyh_db,0.0188701682914641
gyh_cp,0.3244176634317595
gyh_sp,0.0
zb,0.09053950000367192
exemplars,[ 71  72 125 128]
labels,"[125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125
 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125
 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125
 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125  71
  72 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125
 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125
 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125
 125 125 128 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125
 125 125 125 125 125 125 125 125]"
