,2
p,-13.7
k,10
db,0.8258364826110579
cp,2.276433653470329
sp,16.848894869130717
gyh_db,0.0
gyh_cp,0.1160444144906142
gyh_sp,0.14642562120711386
zb,0.06561750892443202
exemplars,[ 29  31  54  63  78  79  97 120 149 161]
labels,"[ 31  31  31  31  31  97  97  97  31  31  97  97  31  31  97  97  31  97
  97  97  31  31  31  31  31  31  31  97  97  29  31  31  31  31  97  97
  97  97  97  97  31  31  97  31  97  31  31  31  31  31  97  97  97  97
  54  31  31  31  31  97  31  97  97  63  31  31  97  97  97  31  31  31
  31  97  97  97  31  31  31  79  31  97  97  31  97  97  97  97  31  97
  31  97  97  97  97  97  97  97  97  97  31  31  97  97  97  97  31  97
  97  97  97  31  31  97  97  31  31  31  97  31 120  31  31  97  97  31
  31  31  97  31  97  31  97  31  78  31  31  97  97  31  31  97  31  31
  97  31  31  31  31 149  31  31  31  31  97  31  97  31  31  97  97 161]"
