0,1,time,week
0.0,45.04,2019-09-14 00:00:00,6
0.0,44.68,2019-09-14 01:00:00,6
0.0,44.08,2019-09-14 02:00:00,6
0.0,45.63,2019-09-14 03:00:00,6
0.0,45.63,2019-09-14 04:00:00,6
0.0,44.82,2019-09-14 05:00:00,6
0.0,45.7,2019-09-14 06:00:00,6
0.0,45.11,2019-09-14 07:00:00,6
0.0,46.73,2019-09-14 08:00:00,6
0.0,47.61,2019-09-14 09:00:00,6
0.0,48.13,2019-09-14 10:00:00,6
0.0,47.99,2019-09-14 11:00:00,6
0.0,48.84,2019-09-14 12:00:00,6
0.0,50.04,2019-09-14 13:00:00,6
0.0,59.05,2019-09-14 14:00:00,6
0.0,64.86,2019-09-14 15:00:00,6
0.0,71.41,2019-09-14 16:00:00,6
0.0,52.32,2019-09-14 17:00:00,6
0.0,56.9,2019-09-14 18:00:00,6
0.0,48.91,2019-09-14 19:00:00,6
0.0,48.84,2019-09-14 20:00:00,6
0.0,49.12,2019-09-14 21:00:00,6
0.0,49.08,2019-09-14 22:00:00,6
0.0,46.37,2019-09-14 23:00:00,6
0.0,47.18,2019-09-15 00:00:00,7
0.0,45.95,2019-09-15 01:00:00,7
0.0,44.23,2019-09-15 02:00:00,7
0.0,43.73,2019-09-15 03:00:00,7
0.0,43.63,2019-09-15 04:00:00,7
0.0,43.03,2019-09-15 05:00:00,7
0.0,44.19,2019-09-15 06:00:00,7
0.0,45.28,2019-09-15 07:00:00,7
0.0,46.13,2019-09-15 08:00:00,7
0.0,46.44,2019-09-15 09:00:00,7
0.0,47.96,2019-09-15 10:00:00,7
0.0,48.73,2019-09-15 11:00:00,7
0.0,48.63,2019-09-15 12:00:00,7
0.0,49.23,2019-09-15 13:00:00,7
0.0,49.68,2019-09-15 14:00:00,7
0.0,50.07,2019-09-15 15:00:00,7
0.0,50.14,2019-09-15 16:00:00,7
0.0,50.11,2019-09-15 17:00:00,7
0.0,48.8,2019-09-15 18:00:00,7
0.0,48.31,2019-09-15 19:00:00,7
0.0,46.76,2019-09-15 20:00:00,7
0.0,47.01,2019-09-15 21:00:00,7
0.0,46.65,2019-09-15 22:00:00,7
0.0,45.85,2019-09-15 23:00:00,7
0.0,36.41,2019-09-21 00:00:00,6
0.0,35.07,2019-09-21 01:00:00,6
0.0,34.23,2019-09-21 02:00:00,6
0.0,35.0,2019-09-21 03:00:00,6
0.0,33.63,2019-09-21 04:00:00,6
0.0,31.9,2019-09-21 05:00:00,6
0.0,15.74,2019-09-21 06:00:00,6
0.0,8.13,2019-09-21 07:00:00,6
0.0,8.52,2019-09-21 08:00:00,6
0.0,10.11,2019-09-21 09:00:00,6
0.0,12.18,2019-09-21 10:00:00,6
0.0,13.31,2019-09-21 11:00:00,6
0.0,37.89,2019-09-21 12:00:00,6
0.0,44.58,2019-09-21 13:00:00,6
0.0,26.51,2019-09-21 14:00:00,6
0.0,15.39,2019-09-21 15:00:00,6
0.0,15.6,2019-09-21 16:00:00,6
0.0,15.53,2019-09-21 17:00:00,6
0.0,14.58,2019-09-21 18:00:00,6
0.0,12.99,2019-09-21 19:00:00,6
0.0,12.46,2019-09-21 20:00:00,6
0.0,12.25,2019-09-21 21:00:00,6
0.0,11.13,2019-09-21 22:00:00,6
0.0,10.14,2019-09-21 23:00:00,6
0.0,9.44,2019-09-22 00:00:00,7
0.0,8.59,2019-09-22 01:00:00,7
0.0,6.55,2019-09-22 02:00:00,7
0.0,7.08,2019-09-22 03:00:00,7
0.0,6.23,2019-09-22 04:00:00,7
0.0,4.93,2019-09-22 05:00:00,7
0.0,5.99,2019-09-22 06:00:00,7
0.0,7.29,2019-09-22 07:00:00,7
0.0,8.91,2019-09-22 08:00:00,7
0.0,10.74,2019-09-22 09:00:00,7
0.0,12.99,2019-09-22 10:00:00,7
0.0,13.91,2019-09-22 11:00:00,7
0.0,14.68,2019-09-22 12:00:00,7
0.0,15.49,2019-09-22 13:00:00,7
0.0,15.56,2019-09-22 14:00:00,7
0.0,15.74,2019-09-22 15:00:00,7
0.0,15.42,2019-09-22 16:00:00,7
0.0,16.02,2019-09-22 17:00:00,7
0.0,15.6,2019-09-22 18:00:00,7
0.0,14.61,2019-09-22 19:00:00,7
0.0,13.7,2019-09-22 20:00:00,7
0.0,12.71,2019-09-22 21:00:00,7
