avg,cen
70.31875,97.54
48.69624999999999,89.4
38.056250000000006,68.42
24.405,51.2
29.25125,60.77
29.722499999999997,54.75
30.909999999999997,43.73
36.99875,58.63
80.45,82.08
103.13749999999999,101.76
119.2175,130.0
138.49875,142.68
153.22249999999997,152.82
158.37624999999997,171.73
160.83125,144.79
168.61499999999998,168.1
155.52749999999997,166.97
145.2225,145.18
145.92999999999998,144.3
118.5475,119.01
115.01999999999998,110.42
106.28,98.98
93.81125,86.23
79.03125000000001,78.73
