,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.0,3.357016039482984,14.57817992504309,9.640183099497351,6.5254653002288645,3.5599751615449198,40.8779633804672,2.2961581828553093,2.321950208595057,4.896673844534587,7.300722513165807,6.03913148425919,6.19586805244346,5.099400805247208,4.967300804243323,7.195217134905268,7.541664013409073,5.728144461068182,2.1765963756192517,3.4732993054268633
1,3.357016039482984,-0.0,19.985059030416206,5.208945316401148,5.896790257412125,1.1923852361286362,35.348082899196996,2.617195176352426,1.0677460153755074,2.0074840263505456,4.2492341619932406,2.628799280512215,4.108049516798492,1.8083005202569489,2.0793188031382126,6.273927547286283,3.723431710052035,4.5966811397964475,1.5441961839414382,3.0430396324510176
2,14.57817992504309,19.985059030416206,-0.0,28.410535532611206,19.743183934029503,18.139827647065687,52.71587476744704,16.51610120357374,19.085462772788944,20.782732943415137,12.588765867966252,22.730458088888504,18.47894623022334,19.522139024198463,21.279295991620668,24.93864699323825,20.388264355784496,18.420195035829355,16.483350848743324,16.63904524139312
3,9.640183099497351,5.208945316401148,28.410535532611206,-0.0,10.926053500658412,4.898628790339546,33.104268392500245,6.5819953731408996,6.37922033914943,7.049816617108049,5.424825099229372,5.63107683407876,4.658554744185246,5.595453345754552,6.343708326702045,7.164168425088687,5.16306188306608,6.9792106840007495,6.535612471649991,8.138359537885282
4,6.5254653002288645,5.896790257412125,19.743183934029503,10.926053500658412,-0.0,3.8731459281112572,33.35534142139966,5.128601947748712,5.58036118130853,3.6769774813367464,6.95898333088351,5.895683747169104,6.2468826228272105,4.322697208400293,6.8858532189426525,8.205627060342819,6.453953371968318,6.36367451686172,4.168041767859839,4.484740512889962
5,3.5599751615449198,1.1923852361286362,18.139827647065687,4.898628790339546,3.8731459281112572,-0.0,34.900429729362166,3.1131278242641165,1.7957416786888922,2.1687455543652066,3.900541843979937,2.716941688921432,3.5284913736172343,1.288004136612183,2.0114256523131293,5.593314709538819,3.808920600209002,3.833550490030655,1.859686038002266,2.8264692535417852
6,40.8779633804672,35.348082899196996,52.71587476744704,33.104268392500245,33.35534142139966,34.900429729362166,-0.0,37.376832250002764,36.61235956311033,32.32935405909111,28.742321687230778,31.24411137580486,33.11076363404582,34.31951000461501,32.673512559238354,26.160856338053147,31.24962810561098,37.27492683098821,36.413846985098694,35.907942357621415
7,2.2961581828553093,2.617195176352426,16.51610120357374,6.5819953731408996,5.128601947748712,3.1131278242641165,37.376832250002764,-0.0,2.5476626608415827,3.9142309373718525,7.886370834886831,6.002087005294346,5.786655012331078,3.0596020082597795,4.593867941477134,8.486149869849502,5.147957341038345,5.01423287560642,1.7349506411559588,2.6941958251096336
8,2.321950208595057,1.0677460153755074,19.085462772788944,6.37922033914943,5.58036118130853,1.7957416786888922,36.61235956311033,2.5476626608415827,-0.0,2.84553346359427,4.97337530723454,2.9743538553992335,4.013400468403666,3.1219094528613236,2.6246741503153825,6.52982475485118,4.814242208839944,4.2912416963790525,1.4606364621704788,2.7145463223494604
9,4.896673844534587,2.0074840263505456,20.782732943415137,7.049816617108049,3.6769774813367464,2.1687455543652066,32.32935405909111,3.9142309373718525,2.84553346359427,-0.0,4.973555713972618,3.52025750010205,4.915848338141203,1.7915097849650543,1.140271512683449,6.831900032979268,4.565183087123492,5.325733125278616,2.607607248990528,2.3933731249180337
