0,1,time,week
11.29,6.97,2019-11-02 00:00:00,6
11.12,8.77,2019-11-02 01:00:00,6
11.31,6.65,2019-11-02 02:00:00,6
11.33,6.27,2019-11-02 03:00:00,6
11.12,5.7,2019-11-02 04:00:00,6
11.1,4.33,2019-11-02 05:00:00,6
11.47,3.1,2019-11-02 06:00:00,6
11.95,2.39,2019-11-02 07:00:00,6
11.92,2.61,2019-11-02 08:00:00,6
11.67,3.7,2019-11-02 09:00:00,6
11.23,2.01,2019-11-02 10:00:00,6
11.1,3.17,2019-11-02 11:00:00,6
11.35,1.41,2019-11-02 12:00:00,6
11.09,3.1,2019-11-02 13:00:00,6
11.05,0.99,2019-11-02 14:00:00,6
11.75,3.35,2019-11-02 15:00:00,6
10.93,6.8,2019-11-02 16:00:00,6
11.59,5.39,2019-11-02 17:00:00,6
12.53,4.47,2019-11-02 18:00:00,6
12.18,9.4,2019-11-02 19:00:00,6
12.45,10.56,2019-11-02 20:00:00,6
12.37,9.12,2019-11-02 21:00:00,6
11.4,8.56,2019-11-02 22:00:00,6
11.27,8.8,2019-11-02 23:00:00,6
11.2,10.32,2019-11-03 00:00:00,7
11.08,8.38,2019-11-03 01:00:00,7
11.25,8.13,2019-11-03 02:00:00,7
11.07,6.9,2019-11-03 03:00:00,7
11.13,9.26,2019-11-03 04:00:00,7
11.11,9.4,2019-11-03 05:00:00,7
11.4,10.21,2019-11-03 06:00:00,7
11.46,9.26,2019-11-03 07:00:00,7
11.39,10.56,2019-11-03 08:00:00,7
11.77,9.05,2019-11-03 09:00:00,7
11.53,11.34,2019-11-03 10:00:00,7
11.27,11.34,2019-11-03 11:00:00,7
11.26,13.1,2019-11-03 12:00:00,7
11.68,10.85,2019-11-03 13:00:00,7
11.59,13.87,2019-11-03 14:00:00,7
11.41,14.58,2019-11-03 15:00:00,7
11.48,13.77,2019-11-03 16:00:00,7
11.53,14.08,2019-11-03 17:00:00,7
12.3,14.05,2019-11-03 18:00:00,7
12.53,14.15,2019-11-03 19:00:00,7
12.31,14.12,2019-11-03 20:00:00,7
12.31,15.77,2019-11-03 21:00:00,7
11.66,15.07,2019-11-03 22:00:00,7
11.29,14.05,2019-11-03 23:00:00,7
