0,1,2,time,week
221.55,211.44,50.0,2019-03-16 00:00:00,6
215.05,209.61,52.94,2019-03-16 01:00:00,6
220.1,230.81,61.76,2019-03-16 02:00:00,6
221.55,222.54,55.88,2019-03-16 03:00:00,6
221.43,281.13,50.0,2019-03-16 04:00:00,6
223.17,247.08,52.94,2019-03-16 05:00:00,6
226.83,225.39,58.82,2019-03-16 06:00:00,6
245.85,207.15,67.65,2019-03-16 07:00:00,6
256.2,219.37,52.94,2019-03-16 08:00:00,6
263.68,287.29,47.06,2019-03-16 09:00:00,6
274.73,347.71,41.18,2019-03-16 10:00:00,6
273.37,351.13,35.29,2019-03-16 11:00:00,6
274.58,387.39,29.41,2019-03-16 12:00:00,6
275.25,421.87,29.41,2019-03-16 13:00:00,6
284.38,430.46,29.41,2019-03-16 14:00:00,6
284.83,462.39,23.53,2019-03-16 15:00:00,6
279.67,437.71,26.47,2019-03-16 16:00:00,6
273.15,423.03,26.47,2019-03-16 17:00:00,6
269.57,400.7,26.47,2019-03-16 18:00:00,6
249.95,393.98,29.41,2019-03-16 19:00:00,6
243.48,383.24,32.35,2019-03-16 20:00:00,6
242.03,368.13,41.18,2019-03-16 21:00:00,6
237.12,384.3,44.12,2019-03-16 22:00:00,6
222.05,326.97,47.06,2019-03-16 23:00:00,6
218.1,232.04,50.0,2019-03-23 00:00:00,6
217.32,195.18,52.94,2019-03-23 01:00:00,6
213.57,175.14,55.88,2019-03-23 02:00:00,6
213.93,213.66,47.06,2019-03-23 03:00:00,6
214.6,165.63,55.88,2019-03-23 04:00:00,6
216.03,93.38,64.71,2019-03-23 05:00:00,6
222.45,114.86,61.76,2019-03-23 06:00:00,6
230.65,205.67,55.88,2019-03-23 07:00:00,6
239.35,167.99,58.82,2019-03-23 08:00:00,6
245.7,222.46,52.94,2019-03-23 09:00:00,6
248.83,289.89,44.12,2019-03-23 10:00:00,6
251.27,296.55,41.18,2019-03-23 11:00:00,6
256.48,307.78,35.29,2019-03-23 12:00:00,6
257.98,315.99,35.29,2019-03-23 13:00:00,6
257.55,333.8,32.35,2019-03-23 14:00:00,6
256.33,352.57,29.41,2019-03-23 15:00:00,6
264.1,413.35,29.41,2019-03-23 16:00:00,6
261.88,450.35,26.47,2019-03-23 17:00:00,6
250.25,381.2,23.53,2019-03-23 18:00:00,6
