,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,-0.0,19.40129988827687,22.326022739761914,17.80753124168858,15.955447562049486,26.26851529986253,30.610584941789824,19.086941489681244,19.75759105119493,17.687052950117963,12.957489952014091,19.617504231288386,15.676494738697215,14.056558592815529,16.74859191073325,18.280616978040978,19.25105333614425,14.676505540094904,17.897969274123025,10.580103502081581,20.43796135836266,22.016113322381514,14.60405334494005,23.64744873035526,18.794845542709826,14.069892176496996,14.383022413602246
1,19.40129988827687,-0.0,16.396356652055484,22.828317741241378,23.21944482188996,16.01742760293121,10.440016891937129,22.292070640102207,14.918771205093721,18.535869872204376,10.64571721593068,18.6287813767826,20.68800157092006,14.675342581316425,18.00120390490174,20.981468994495767,19.262540376890858,17.784997056085874,19.721538804181403,13.009383782480526,17.077045806621744,27.989930697791845,16.239046000280556,27.433356594283023,14.762630255342263,16.487352220157288,23.407832251504626
2,22.326022739761914,16.396356652055484,-0.0,14.998442616293001,16.299371955519003,20.320883735521736,18.118557410040115,19.35132256504254,13.558182060723167,17.003414601818733,11.099881918014749,17.33100488058345,10.524063740943273,11.10357019659377,17.448539897082423,16.28860690242696,16.82022126203181,14.626115541238686,14.246615748043752,22.878679945737588,19.33441628900578,18.209376176012523,9.353390019149336,17.58984331103663,34.65938887152036,15.051593422044244,10.14012042931787
3,17.80753124168858,22.828317741241378,14.998442616293001,-0.0,24.89379864128937,24.541951121256286,21.04681752628365,24.243539412247767,14.956175278391328,11.652689077483862,12.241071721732224,18.203688565109882,9.707828342276782,11.386580234873602,18.21044253403687,17.839042555970632,16.16609581094507,21.785162477534328,20.28316455273701,26.766767826905706,27.813218916552888,24.713501674168963,17.54971377098547,18.048035961813643,23.25955121341084,15.839558430137982,16.828332113338764
4,15.955447562049486,23.21944482188996,16.299371955519003,24.89379864128937,-0.0,14.631185309930444,24.61366892218387,23.499831230387517,23.98429748916765,31.800451417685547,17.55602472536777,30.514244848681596,18.277520178300605,21.468122969147693,16.357355582066887,23.4270469596873,24.912293268935183,22.239002031524674,19.493681407228344,20.763795317385043,27.544302517587152,22.714307250961802,18.302302835264193,28.601296866242187,40.868445481808045,20.671667966505463,17.409184599386652
5,26.26851529986253,16.01742760293121,20.320883735521736,24.541951121256286,14.631185309930444,-0.0,14.474891128586975,26.632364033690365,36.38619927264729,39.0185411822691,13.264580332862769,25.851821132215118,27.674508433778445,26.65124500645449,21.663297651239095,25.7305586042683,28.459085841104724,20.710323086486877,25.615898662493482,24.45351683507601,24.532005846322942,28.904837002204207,18.60006615509898,24.265899376544862,43.38449924210489,24.6050596888302,20.210159585271892
6,30.610584941789824,10.440016891937129,18.118557410040115,21.04681752628365,24.61366892218387,14.474891128586975,-0.0,17.955269622897983,20.24418524548999,22.534335757548774,15.805329002995364,17.78224235052283,24.001881811575995,23.278914521978034,23.578697890124985,23.51977859093825,21.585899402719487,18.60121716599363,21.457098477758496,21.120915123014793,15.022543937020108,28.973701214351898,17.72602756470419,22.731833882343935,14.735439953906106,21.82621432513372,24.27516354321696
7,19.086941489681244,22.292070640102207,19.35132256504254,24.243539412247767,23.499831230387517,26.632364033690365,17.955269622897983,-0.0,13.04987781597615,16.945978568139616,20.93845257687673,12.467356490487562,13.489340470517087,17.767072873373138,10.312020438355686,15.03045918526744,21.818409749892666,16.002273843390924,15.686095712558979,23.120890538677177,17.629864313159075,19.630922980921742,14.414324821696875,16.59242116139779,33.28431347079911,15.285950698125365,10.703399558799148
8,19.75759105119493,14.918771205093721,13.558182060723167,14.956175278391328,23.98429748916765,36.38619927264729,20.24418524548999,13.04987781597615,-0.0,6.618506886472217,14.702439904522194,16.70423473287693,10.011267625759384,8.25244646142653,18.429793744591645,17.079793818475057,14.104695525147868,24.140465552391593,16.44029551558111,28.020203503537157,26.937970828707183,24.220994463418954,17.2447832052065,18.315650798132417,27.867587209461412,18.13328270360806,13.612717347906583
9,17.687052950117963,18.535869872204376,17.003414601818733,11.652689077483862,31.800451417685547,39.0185411822691,22.534335757548774,16.945978568139616,6.618506886472217,-0.0,14.056960550327346,11.181532142644478,7.897567086774717,9.555866373751009,17.051064652607245,18.278010006641253,10.496127058886598,20.6550941885822,14.86095413143311,28.986496112880413,21.80787879214971,20.68686137169874,16.85298868895737,15.27528742927861,22.200996682734342,16.447551575736945,15.496957533741154
