avg,cen
75.48888888888888,76.47
76.79666666666667,79.41
77.77555555555556,76.47
78.10222222222222,79.41
79.73666666666666,85.29
80.3911111111111,85.29
82.68,88.24
91.1788888888889,91.18
94.77222222222224,97.06
93.46444444444444,97.06
87.25555555555553,91.18
82.02555555555556,82.35
76.47111111111111,79.41
71.56777777777778,73.53
69.60888888888888,70.59
66.99333333333333,64.71
67.97444444444444,67.65
71.57,70.59
74.83666666666666,73.53
78.43111111111111,79.41
81.04444444444442,82.35
84.64,82.35
82.67888888888888,79.41
81.37222222222222,79.41
