avg,cen
257.0327272727273,254.73
253.4518181818182,253.12
249.48272727272732,250.58
245.7281818181818,246.16
244.02681818181816,243.56
242.79909090909098,242.2
261.13727272727266,266.24
274.43727272727267,280.44
288.4631818181818,292.7
303.30136363636365,311.55
314.7931818181818,311.98
322.20272727272726,316.46
324.91045454545457,318.36
323.01454545454544,323.3
325.7695454545455,322.23
325.8204545454546,328.13
330.6918181818182,333.26
322.69499999999994,329.62
301.3372727272727,306.59
292.92136363636365,293.34
288.8559090909091,292.54
282.06999999999994,282.95
277.69954545454544,278.14
267.06,264.91
