avg,cen
71.57,67.65
71.56833333333333,67.65
68.62833333333332,64.71
68.625,61.76
70.58833333333332,64.71
74.50999999999999,70.59
75.0,70.59
76.47000000000001,70.59
75.49000000000001,70.59
73.04,70.59
70.10000000000001,67.65
58.335,47.06
48.53,26.47
45.58833333333333,23.53
41.666666666666664,23.53
37.255,23.53
37.74666666666666,23.53
35.785000000000004,23.53
40.196666666666665,26.47
46.080000000000005,23.53
60.785000000000004,52.94
70.10000000000001,67.65
69.61,67.65
70.10000000000001,67.65
