,5
p,-14.5
k,10
db,0.7686716910360516
cp,2.4150190109832854
sp,21.99783113911638
gyh_db,0.2346931928734537
gyh_cp,0.20898464914876905
gyh_sp,0.049170961326551056
zb,0.18188549905555687
exemplars,[ 4 10 20 34 38 47 48 49 81 96]
labels,"[47 47  4  4  4  4 47 10  4 47 10  4  4  4  4  4  4  4  4  4 20 47 47  4
 47 47  4  4  4  4  4 47 10 47 34  4  4 10 38  4  4  4 81  4  4 81 96 47
 48 49 10 81 81 81 81 81  4  4 81 81  4 47 81 81 81 81 81  4 81 81 81 81
 96 81 96 96 81 81 81 81  4 81 81 81 10 96 81  4 81 96 81  4 96 96 81 81
 96 81 81 81 81 81 81 81 81 81 81 81 81 81 81 47 81 47 47 47]"
