,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,-0.0,22.30507391666205,35.39420765340744,38.04406124040064,15.325285688093302,17.88807838817444,13.764433871564746,13.431266633521007,17.46273382819482,13.113306544698991,14.760269339805536,19.002022103077802,11.681307944842825,24.751637990429174
1,22.30507391666205,-0.0,14.957014574673343,15.779198515153743,23.745720124777176,18.715294117097095,23.655727312518017,11.830705352356665,16.162247820369647,19.3630318633333,17.898011186801643,25.921290235110625,26.965687874580567,19.067647705933137
2,35.39420765340744,14.957014574673343,-0.0,13.847429305895613,36.8593998754108,28.958601081259467,21.837866091653787,24.31500281872088,18.736365486548213,33.52015197249058,28.24477823017612,39.90088258310353,26.666240734281036,17.316211098801944
3,38.04406124040064,15.779198515153743,13.847429305895613,-0.0,36.646522288298186,25.10196622511847,35.179596642281346,24.696980831415544,19.103999736689232,30.167999255368873,39.28681525150511,51.70993599800589,32.32884762918991,21.51321081479533
4,15.325285688093302,23.745720124777176,36.8593998754108,36.646522288298186,-0.0,23.08032003006825,19.806229888175434,13.749247762378838,25.838059416276796,18.655754115361937,23.125068206663023,24.323349408720734,18.232219517463392,25.44490655072915
5,17.88807838817444,18.715294117097095,28.958601081259467,25.10196622511847,23.08032003006825,-0.0,21.36481481917299,18.03882972220233,16.840360095561294,12.600577599618669,9.843077563512324,12.248082155921825,16.399580962902274,15.479526506835132
6,13.764433871564746,23.655727312518017,21.837866091653787,35.179596642281346,19.806229888175434,21.36481481917299,-0.0,12.985085353697654,29.433559092301095,25.026364912740767,28.25003156405254,37.67336987837618,16.46247338750495,11.17952771639171
7,13.431266633521007,11.830705352356665,24.31500281872088,24.696980831415544,13.749247762378838,18.03882972220233,12.985085353697654,-0.0,11.521004598221738,16.455946263995603,25.598877229189096,33.35976840766241,20.25472987914886,15.275104178553189
8,17.46273382819482,16.162247820369647,18.736365486548213,19.103999736689232,25.838059416276796,16.840360095561294,29.433559092301095,11.521004598221738,-0.0,20.78922502190092,21.13454488103873,29.032077524561895,14.177063634748961,19.736130331841018
9,13.113306544698991,19.3630318633333,33.52015197249058,30.167999255368873,18.655754115361937,12.600577599618669,25.026364912740767,16.455946263995603,20.78922502190092,-0.0,13.951360802141966,19.8957950740959,17.648683075288215,26.6165251920048
10,14.760269339805536,17.898011186801643,28.24477823017612,39.28681525150511,23.125068206663023,9.843077563512324,28.25003156405254,25.598877229189096,21.13454488103873,13.951360802141966,-0.0,9.18710127926342,20.7926429402576,15.200291977773976
11,19.002022103077802,25.921290235110625,39.90088258310353,51.70993599800589,24.323349408720734,12.248082155921825,37.67336987837618,33.35976840766241,29.032077524561895,19.8957950740959,9.18710127926342,-0.0,18.570828797655892,26.82504991656518
12,11.681307944842825,26.965687874580567,26.666240734281036,32.32884762918991,18.232219517463392,16.399580962902274,16.46247338750495,20.25472987914886,14.177063634748961,17.648683075288215,20.7926429402576,18.570828797655892,-0.0,17.007040856003762
13,24.751637990429174,19.067647705933137,17.316211098801944,21.51321081479533,25.44490655072915,15.479526506835132,11.17952771639171,15.275104178553189,19.736130331841018,26.6165251920048,15.200291977773976,26.82504991656518,17.007040856003762,-0.0
