avg,cen
12.097894736842104,11.49
11.69578947368421,11.17
11.680000000000001,11.03
11.624736842105264,11.15
11.394736842105264,11.42
11.422631578947371,11.36
10.19894736842105,10.21
10.763157894736842,10.51
11.976842105263156,11.91
13.598947368421053,12.61
15.61263157894737,13.58
16.88736842105263,15.05
18.24684210526316,16.42
19.608947368421056,17.43
21.103684210526314,18.76
21.769473684210528,20.31
21.22947368421053,20.03
19.088421052631578,19.54
16.935263157894738,16.56
14.11315789473684,14.02
13.472631578947372,13.69
12.772631578947367,13.48
12.340526315789472,12.78
11.885789473684213,11.99
