avg,cen
75.66545454545457,79.41
78.33999999999999,79.41
78.3409090909091,82.35
79.94727272727273,88.24
80.48181818181818,85.29
81.82,88.24
85.83,94.12
93.58363636363634,102.94
93.31545454545454,97.06
88.77000000000001,94.12
79.67909090909092,82.35
72.99454545454547,70.59
65.24,61.76
60.960909090909084,58.82
58.82272727272727,55.88
57.75363636363636,58.82
58.82363636363637,58.82
62.031818181818174,61.76
65.24090909090908,64.71
70.58818181818182,70.59
73.52909090909091,70.59
74.59818181818183,67.65
72.19181818181819,64.71
71.92272727272727,61.76
