campus,bldgno,bldgname,Year,Month,Day,Hour,ele,cold,wash_ele,wash_cold
Tempe,7,Wrigley Hall,2019,1,1,0,102.54,0.0,102.54,0.0
Tempe,7,Wrigley Hall,2019,1,1,1,102.44,0.0,102.44,0.0
Tempe,7,Wrigley Hall,2019,1,1,2,102.83,0.0,102.83,0.0
Tempe,7,Wrigley Hall,2019,1,1,3,102.7,0.0,102.7,0.0
Tempe,7,Wrigley Hall,2019,1,1,4,102.5,0.0,102.5,0.0
Tempe,7,Wrigley Hall,2019,1,1,5,102.79,0.0,102.79,0.0
Tempe,7,Wrigley Hall,2019,1,1,6,83.11,0.0,83.11,0.0
Tempe,7,Wrigley Hall,2019,1,1,7,17.15,0.0,17.15,0.0
Tempe,7,Wrigley Hall,2019,1,1,8,15.23,0.0,15.23,0.0
Tempe,7,Wrigley Hall,2019,1,1,9,14.26,0.0,14.26,0.0
Tempe,7,Wrigley Hall,2019,1,1,10,14.99,0.0,14.99,0.0
Tempe,7,Wrigley Hall,2019,1,1,11,14.5,0.0,14.5,0.0
Tempe,7,Wrigley Hall,2019,1,1,12,14.93,0.0,14.93,0.0
Tempe,7,Wrigley Hall,2019,1,1,13,15.04,0.0,15.04,0.0
Tempe,7,Wrigley Hall,2019,1,1,14,14.87,0.0,14.87,0.0
Tempe,7,Wrigley Hall,2019,1,1,15,15.12,0.0,15.12,0.0
Tempe,7,Wrigley Hall,2019,1,1,16,14.59,0.0,14.59,0.0
Tempe,7,Wrigley Hall,2019,1,1,17,15.3,0.0,15.3,0.0
Tempe,7,Wrigley Hall,2019,1,1,18,17.8,0.0,17.8,0.0
Tempe,7,Wrigley Hall,2019,1,1,19,17.87,0.0,17.87,0.0
Tempe,7,Wrigley Hall,2019,1,1,20,17.65,0.0,17.65,0.0
Tempe,7,Wrigley Hall,2019,1,1,21,34.41,0.0,34.41,0.0
Tempe,7,Wrigley Hall,2019,1,1,22,102.15,0.0,102.15,0.0
Tempe,7,Wrigley Hall,2019,1,1,23,102.63,0.0,102.63,0.0
Tempe,7,Wrigley Hall,2019,1,2,0,102.59,0.0,102.59,0.0
Tempe,7,Wrigley Hall,2019,1,2,1,102.17,0.0,102.17,0.0
Tempe,7,Wrigley Hall,2019,1,2,2,102.47,0.0,102.47,0.0
Tempe,7,Wrigley Hall,2019,1,2,3,101.79,0.0,101.79,0.0
Tempe,7,Wrigley Hall,2019,1,2,4,102.32,0.0,102.32,0.0
Tempe,7,Wrigley Hall,2019,1,2,5,102.15,0.0,102.15,0.0
Tempe,7,Wrigley Hall,2019,1,2,6,82.76,0.0,82.76,0.0
Tempe,7,Wrigley Hall,2019,1,2,7,18.25,0.0,18.25,0.0
Tempe,7,Wrigley Hall,2019,1,2,8,23.71,0.0,23.71,0.0
Tempe,7,Wrigley Hall,2019,1,2,9,31.04,0.0,31.04,0.0
Tempe,7,Wrigley Hall,2019,1,2,10,31.6,0.0,31.6,0.0
Tempe,7,Wrigley Hall,2019,1,2,11,31.15,0.0,31.15,0.0
Tempe,7,Wrigley Hall,2019,1,2,12,31.06,0.0,31.06,0.0
Tempe,7,Wrigley Hall,2019,1,2,13,31.19,0.0,31.19,0.0
Tempe,7,Wrigley Hall,2019,1,2,14,114.45,0.0,114.45,0.0
Tempe,7,Wrigley Hall,2019,1,2,15,113.98,0.0,113.98,0.0
Tempe,7,Wrigley Hall,2019,1,2,16,108.67,0.0,108.67,0.0
Tempe,7,Wrigley Hall,2019,1,2,17,105.81,0.0,105.81,0.0
Tempe,7,Wrigley Hall,2019,1,2,18,105.78,0.0,105.78,0.0
Tempe,7,Wrigley Hall,2019,1,2,19,106.5,0.0,106.5,0.0
Tempe,7,Wrigley Hall,2019,1,2,20,106.04,0.0,106.04,0.0
Tempe,7,Wrigley Hall,2019,1,2,21,105.01,0.0,105.01,0.0
Tempe,7,Wrigley Hall,2019,1,2,22,104.85,0.0,104.85,0.0
Tempe,7,Wrigley Hall,2019,1,2,23,105.3,0.0,105.3,0.0
Tempe,7,Wrigley Hall,2019,1,3,0,104.87,0.0,104.87,0.0
Tempe,7,Wrigley Hall,2019,1,3,1,104.12,0.0,104.12,0.0
Tempe,7,Wrigley Hall,2019,1,3,2,103.84,0.0,103.84,0.0
Tempe,7,Wrigley Hall,2019,1,3,3,104.03,0.0,104.03,0.0
Tempe,7,Wrigley Hall,2019,1,3,4,104.11,0.0,104.11,0.0
Tempe,7,Wrigley Hall,2019,1,3,5,88.21,0.0,88.21,0.0
Tempe,7,Wrigley Hall,2019,1,3,6,30.2,0.0,30.2,0.0
Tempe,7,Wrigley Hall,2019,1,3,7,17.49,0.0,17.49,0.0
Tempe,7,Wrigley Hall,2019,1,3,8,28.44,0.0,28.44,0.0
Tempe,7,Wrigley Hall,2019,1,3,9,111.35,0.0,111.35,0.0
Tempe,7,Wrigley Hall,2019,1,3,10,113.42,0.0,113.42,0.0
Tempe,7,Wrigley Hall,2019,1,3,11,113.25,0.0,113.25,0.0
Tempe,7,Wrigley Hall,2019,1,3,12,117.83,0.0,117.83,0.0
Tempe,7,Wrigley Hall,2019,1,3,13,118.56,0.0,118.56,0.0
Tempe,7,Wrigley Hall,2019,1,3,14,116.86,14.683098591549294,116.86,14.683098591549294
Tempe,7,Wrigley Hall,2019,1,3,15,116.89,28.59154929577465,116.89,28.59154929577465
Tempe,7,Wrigley Hall,2019,1,3,16,112.55,34.96478873239437,112.55,34.96478873239437
Tempe,7,Wrigley Hall,2019,1,3,17,108.68,32.95774647887324,108.68,32.95774647887324
Tempe,7,Wrigley Hall,2019,1,3,18,108.77,21.26760563380282,108.77,21.26760563380282
Tempe,7,Wrigley Hall,2019,1,3,19,108.37,11.302816901408455,108.37,11.302816901408455
