campus,bldgno,bldgname,Year,Month,Day,Hour,ele,cold,wash_ele,wash_cold
Tempe,11R,Fulton Center,2019,1,1,0,256.09,107.00704225352112,256.09,107.00704225352112
Tempe,11R,Fulton Center,2019,1,1,1,258.15,98.59154929577466,258.15,98.59154929577466
Tempe,11R,Fulton Center,2019,1,1,2,258.63,100.95070422535211,258.63,100.95070422535211
Tempe,11R,Fulton Center,2019,1,1,3,261.79,99.43661971830986,261.79,99.43661971830986
Tempe,11R,Fulton Center,2019,1,1,4,270.35,103.5211267605634,270.35,103.5211267605634
Tempe,11R,Fulton Center,2019,1,1,5,280.45,100.80985915492958,280.45,100.80985915492958
Tempe,11R,Fulton Center,2019,1,1,6,281.14,102.92253521126759,281.14,102.92253521126759
Tempe,11R,Fulton Center,2019,1,1,7,280.93,136.19718309859155,280.93,136.19718309859155
Tempe,11R,Fulton Center,2019,1,1,8,273.12,123.7323943661972,273.12,123.7323943661972
Tempe,11R,Fulton Center,2019,1,1,9,266.41,135.21126760563382,266.41,135.21126760563382
Tempe,11R,Fulton Center,2019,1,1,10,244.32,139.50704225352112,244.32,139.50704225352112
Tempe,11R,Fulton Center,2019,1,1,11,224.25,149.2253521126761,224.25,149.2253521126761
Tempe,11R,Fulton Center,2019,1,1,12,182.99,166.30281690140845,182.99,166.30281690140845
Tempe,11R,Fulton Center,2019,1,1,13,180.46,166.6549295774648,180.46,166.6549295774648
Tempe,11R,Fulton Center,2019,1,1,14,180.02,195.1760563380282,180.02,195.1760563380282
Tempe,11R,Fulton Center,2019,1,1,15,172.79,209.2253521126761,172.79,209.2253521126761
Tempe,11R,Fulton Center,2019,1,1,16,175.25,202.1830985915493,175.25,202.1830985915493
Tempe,11R,Fulton Center,2019,1,1,17,189.92,171.58450704225353,189.92,171.58450704225353
Tempe,11R,Fulton Center,2019,1,1,18,207.37,158.38028169014092,207.37,158.38028169014092
Tempe,11R,Fulton Center,2019,1,1,19,225.61,120.35211267605636,225.61,120.35211267605636
Tempe,11R,Fulton Center,2019,1,1,20,231.43,109.75352112676056,231.43,109.75352112676056
Tempe,11R,Fulton Center,2019,1,1,21,251.28,109.01408450704227,251.28,109.01408450704227
Tempe,11R,Fulton Center,2019,1,1,22,260.32,102.39436619718307,260.32,102.39436619718307
Tempe,11R,Fulton Center,2019,1,1,23,266.86,99.22535211267606,266.86,99.22535211267606
Tempe,11R,Fulton Center,2019,1,2,0,277.24,97.46478873239435,277.24,97.46478873239435
Tempe,11R,Fulton Center,2019,1,2,1,288.02,97.60563380281693,288.02,97.60563380281693
Tempe,11R,Fulton Center,2019,1,2,2,292.97,97.81690140845072,292.97,97.81690140845072
Tempe,11R,Fulton Center,2019,1,2,3,291.44,98.90845070422537,291.44,98.90845070422537
Tempe,11R,Fulton Center,2019,1,2,4,294.1,90.88028169014083,294.1,90.88028169014083
Tempe,11R,Fulton Center,2019,1,2,5,299.88,92.42957746478874,299.88,92.42957746478874
Tempe,11R,Fulton Center,2019,1,2,6,299.05,89.15492957746478,299.05,89.15492957746478
Tempe,11R,Fulton Center,2019,1,2,7,320.14,120.98591549295776,320.14,120.98591549295776
Tempe,11R,Fulton Center,2019,1,2,8,334.49,118.87323943661973,334.49,118.87323943661973
Tempe,11R,Fulton Center,2019,1,2,9,307.87,133.90845070422537,307.87,133.90845070422537
Tempe,11R,Fulton Center,2019,1,2,10,281.78,177.85211267605638,281.78,177.85211267605638
Tempe,11R,Fulton Center,2019,1,2,11,271.1,205.66901408450704,271.1,205.66901408450704
Tempe,11R,Fulton Center,2019,1,2,12,263.32,176.26760563380284,263.32,176.26760563380284
Tempe,11R,Fulton Center,2019,1,2,13,261.92,205.98591549295776,261.92,205.98591549295776
Tempe,11R,Fulton Center,2019,1,2,14,258.27,243.7323943661972,258.27,243.7323943661972
Tempe,11R,Fulton Center,2019,1,2,15,250.62,251.30281690140848,250.62,251.30281690140848
Tempe,11R,Fulton Center,2019,1,2,16,232.88,246.79577464788738,232.88,246.79577464788738
Tempe,11R,Fulton Center,2019,1,2,17,209.92,199.01408450704227,209.92,199.01408450704227
Tempe,11R,Fulton Center,2019,1,2,18,214.58,164.6830985915493,214.58,164.6830985915493
Tempe,11R,Fulton Center,2019,1,2,19,236.35,119.33098591549296,236.35,119.33098591549296
Tempe,11R,Fulton Center,2019,1,2,20,255.26,114.57746478873241,255.26,114.57746478873241
Tempe,11R,Fulton Center,2019,1,2,21,261.83,108.66197183098593,261.83,108.66197183098593
Tempe,11R,Fulton Center,2019,1,2,22,269.24,105.28169014084507,269.24,105.28169014084507
Tempe,11R,Fulton Center,2019,1,2,23,280.99,99.40140845070424,280.99,99.40140845070424
Tempe,11R,Fulton Center,2019,1,3,0,289.15,106.47887323943662,289.15,106.47887323943662
Tempe,11R,Fulton Center,2019,1,3,1,283.97,98.27464788732395,283.97,98.27464788732395
Tempe,11R,Fulton Center,2019,1,3,2,285.41,104.3661971830986,285.41,104.3661971830986
Tempe,11R,Fulton Center,2019,1,3,3,287.57,94.7887323943662,287.57,94.7887323943662
Tempe,11R,Fulton Center,2019,1,3,4,286.14,95.77464788732395,286.14,95.77464788732395
Tempe,11R,Fulton Center,2019,1,3,5,291.2,89.92957746478874,291.2,89.92957746478874
Tempe,11R,Fulton Center,2019,1,3,6,293.61,102.07746478873241,293.61,102.07746478873241
Tempe,11R,Fulton Center,2019,1,3,7,309.37,130.56338028169014,309.37,130.56338028169014
Tempe,11R,Fulton Center,2019,1,3,8,316.0,114.7535211267606,316.0,114.7535211267606
Tempe,11R,Fulton Center,2019,1,3,9,292.97,144.75352112676055,292.97,144.75352112676055
Tempe,11R,Fulton Center,2019,1,3,10,279.04,181.2323943661972,279.04,181.2323943661972
Tempe,11R,Fulton Center,2019,1,3,11,277.86,231.7957746478873,277.86,231.7957746478873
Tempe,11R,Fulton Center,2019,1,3,12,264.42,251.30281690140848,264.42,251.30281690140848
Tempe,11R,Fulton Center,2019,1,3,13,255.86,256.44366197183103,255.86,256.44366197183103
Tempe,11R,Fulton Center,2019,1,3,14,248.0,286.79577464788736,248.0,286.79577464788736
Tempe,11R,Fulton Center,2019,1,3,15,229.15,291.72535211267603,229.15,291.72535211267603
Tempe,11R,Fulton Center,2019,1,3,16,214.2,285.0352112676057,214.2,285.0352112676057
Tempe,11R,Fulton Center,2019,1,3,17,201.31,248.48591549295776,201.31,248.48591549295776
Tempe,11R,Fulton Center,2019,1,3,18,203.22,194.9647887323944,203.22,194.9647887323944
