campus,bldgno,bldgname,Year,Month,Day,Hour,ele,cold,wash_ele,wash_cold
Tempe,10E,Hayden Lib Exp,2019,1,1,0,147.42,11.302816901408455,147.42,11.302816901408455
Tempe,10E,Hayden Lib Exp,2019,1,1,1,152.27,10.91549295774648,152.27,10.91549295774648
Tempe,10E,Hayden Lib Exp,2019,1,1,2,150.42,8.345070422535214,150.42,8.345070422535214
Tempe,10E,Hayden Lib Exp,2019,1,1,3,145.84,9.014084507042254,145.84,9.014084507042254
Tempe,10E,Hayden Lib Exp,2019,1,1,4,147.36,9.61267605633803,147.36,9.61267605633803
Tempe,10E,Hayden Lib Exp,2019,1,1,5,148.59,9.753521126760566,148.59,9.753521126760566
Tempe,10E,Hayden Lib Exp,2019,1,1,6,151.26,9.683098591549296,151.26,9.683098591549296
Tempe,10E,Hayden Lib Exp,2019,1,1,7,149.98,6.795774647887324,149.98,6.795774647887324
Tempe,10E,Hayden Lib Exp,2019,1,1,8,132.4,7.535211267605635,132.4,7.535211267605635
Tempe,10E,Hayden Lib Exp,2019,1,1,9,123.07,7.605633802816903,123.07,7.605633802816903
Tempe,10E,Hayden Lib Exp,2019,1,1,10,69.91,8.169014084507044,69.91,8.169014084507044
Tempe,10E,Hayden Lib Exp,2019,1,1,11,69.2,8.204225352112678,69.2,8.204225352112678
Tempe,10E,Hayden Lib Exp,2019,1,1,12,53.89,8.274647887323944,53.89,8.274647887323944
Tempe,10E,Hayden Lib Exp,2019,1,1,13,53.56,8.098591549295774,53.56,8.098591549295774
Tempe,10E,Hayden Lib Exp,2019,1,1,14,63.41,8.23943661971831,63.41,8.23943661971831
Tempe,10E,Hayden Lib Exp,2019,1,1,15,42.25,12.640845070422534,42.25,12.640845070422534
Tempe,10E,Hayden Lib Exp,2019,1,1,16,106.63,12.922535211267604,106.63,12.922535211267604
Tempe,10E,Hayden Lib Exp,2019,1,1,17,136.32,12.2887323943662,136.32,12.2887323943662
Tempe,10E,Hayden Lib Exp,2019,1,1,18,142.52,7.957746478873237,142.52,7.957746478873237
Tempe,10E,Hayden Lib Exp,2019,1,1,19,143.91,10.73943661971831,143.91,10.73943661971831
Tempe,10E,Hayden Lib Exp,2019,1,1,20,146.86,10.845070422535212,146.86,10.845070422535212
Tempe,10E,Hayden Lib Exp,2019,1,1,21,146.37,13.591549295774648,146.37,13.591549295774648
Tempe,10E,Hayden Lib Exp,2019,1,1,22,141.58,10.246478873239438,141.58,10.246478873239438
Tempe,10E,Hayden Lib Exp,2019,1,1,23,150.8,9.049295774647886,150.8,9.049295774647886
Tempe,10E,Hayden Lib Exp,2019,1,2,0,153.15,10.316901408450708,153.15,10.316901408450708
Tempe,10E,Hayden Lib Exp,2019,1,2,1,153.94,9.577464788732396,153.94,9.577464788732396
Tempe,10E,Hayden Lib Exp,2019,1,2,2,151.26,9.61267605633803,151.26,9.61267605633803
Tempe,10E,Hayden Lib Exp,2019,1,2,3,153.03,9.8943661971831,153.03,9.8943661971831
Tempe,10E,Hayden Lib Exp,2019,1,2,4,159.22,9.577464788732396,159.22,9.577464788732396
Tempe,10E,Hayden Lib Exp,2019,1,2,5,165.1,9.43661971830986,165.1,9.43661971830986
Tempe,10E,Hayden Lib Exp,2019,1,2,6,174.37,9.225352112676056,174.37,9.225352112676056
Tempe,10E,Hayden Lib Exp,2019,1,2,7,175.55,4.823943661971832,175.55,4.823943661971832
Tempe,10E,Hayden Lib Exp,2019,1,2,8,172.25,9.119718309859156,172.25,9.119718309859156
Tempe,10E,Hayden Lib Exp,2019,1,2,9,112.75,7.992957746478874,112.75,7.992957746478874
Tempe,10E,Hayden Lib Exp,2019,1,2,10,61.26,9.507042253521126,61.26,9.507042253521126
Tempe,10E,Hayden Lib Exp,2019,1,2,11,41.38,10.105633802816902,41.38,10.105633802816902
Tempe,10E,Hayden Lib Exp,2019,1,2,12,98.57,9.049295774647886,98.57,9.049295774647886
Tempe,10E,Hayden Lib Exp,2019,1,2,13,40.96,8.802816901408454,40.96,8.802816901408454
Tempe,10E,Hayden Lib Exp,2019,1,2,14,32.51,8.732394366197184,32.51,8.732394366197184
Tempe,10E,Hayden Lib Exp,2019,1,2,15,74.42,8.908450704225352,74.42,8.908450704225352
Tempe,10E,Hayden Lib Exp,2019,1,2,16,127.53,8.169014084507044,127.53,8.169014084507044
Tempe,10E,Hayden Lib Exp,2019,1,2,17,163.57,9.014084507042254,163.57,9.014084507042254
Tempe,10E,Hayden Lib Exp,2019,1,2,18,165.03,9.049295774647886,165.03,9.049295774647886
Tempe,10E,Hayden Lib Exp,2019,1,2,19,164.59,9.014084507042254,164.59,9.014084507042254
Tempe,10E,Hayden Lib Exp,2019,1,2,20,159.22,9.084507042253524,159.22,9.084507042253524
Tempe,10E,Hayden Lib Exp,2019,1,2,21,157.33,8.943661971830986,157.33,8.943661971830986
Tempe,10E,Hayden Lib Exp,2019,1,2,22,154.93,8.943661971830986,154.93,8.943661971830986
Tempe,10E,Hayden Lib Exp,2019,1,2,23,154.53,9.507042253521126,154.53,9.507042253521126
Tempe,10E,Hayden Lib Exp,2019,1,3,0,160.45,9.26056338028169,160.45,9.26056338028169
Tempe,10E,Hayden Lib Exp,2019,1,3,1,166.6,9.964788732394368,166.6,9.964788732394368
Tempe,10E,Hayden Lib Exp,2019,1,3,2,164.04,9.43661971830986,164.04,9.43661971830986
Tempe,10E,Hayden Lib Exp,2019,1,3,3,165.5,9.507042253521126,165.5,9.507042253521126
Tempe,10E,Hayden Lib Exp,2019,1,3,4,168.78,8.098591549295774,168.78,8.098591549295774
Tempe,10E,Hayden Lib Exp,2019,1,3,5,171.22,8.485915492957748,171.22,8.485915492957748
Tempe,10E,Hayden Lib Exp,2019,1,3,6,180.68,14.154929577464788,180.68,14.154929577464788
Tempe,10E,Hayden Lib Exp,2019,1,3,7,183.49,14.753521126760564,183.49,14.753521126760564
Tempe,10E,Hayden Lib Exp,2019,1,3,8,172.52,14.471830985915494,172.52,14.471830985915494
Tempe,10E,Hayden Lib Exp,2019,1,3,9,109.91,7.67605633802817,109.91,7.67605633802817
Tempe,10E,Hayden Lib Exp,2019,1,3,10,55.82,7.112676056338029,55.82,7.112676056338029
Tempe,10E,Hayden Lib Exp,2019,1,3,11,32.71,7.3943661971831,32.71,7.3943661971831
Tempe,10E,Hayden Lib Exp,2019,1,3,12,20.91,7.816901408450706,20.91,7.816901408450706
Tempe,10E,Hayden Lib Exp,2019,1,3,13,21.62,11.901408450704224,21.62,11.901408450704224
Tempe,10E,Hayden Lib Exp,2019,1,3,14,29.77,16.338028169014088,29.77,16.338028169014088
Tempe,10E,Hayden Lib Exp,2019,1,3,15,53.6,21.232394366197187,53.6,21.232394366197187
Tempe,10E,Hayden Lib Exp,2019,1,3,16,118.58,19.964788732394368,118.58,19.964788732394368
Tempe,10E,Hayden Lib Exp,2019,1,3,17,152.34,18.485915492957748,152.34,18.485915492957748
Tempe,10E,Hayden Lib Exp,2019,1,3,18,152.38,15.492957746478874,152.38,15.492957746478874
Tempe,10E,Hayden Lib Exp,2019,1,3,19,146.02,12.535211267605634,146.02,12.535211267605634
Tempe,10E,Hayden Lib Exp,2019,1,3,20,142.91,11.26760563380282,142.91,11.26760563380282
Tempe,10E,Hayden Lib Exp,2019,1,3,21,143.26,10.17605633802817,143.26,10.17605633802817
Tempe,10E,Hayden Lib Exp,2019,1,3,22,142.8,9.788732394366198,142.8,9.788732394366198
Tempe,10E,Hayden Lib Exp,2019,1,3,23,148.52,10.0,148.52,10.0
Tempe,10E,Hayden Lib Exp,2019,1,4,0,149.48,11.37323943661972,149.48,11.37323943661972
Tempe,10E,Hayden Lib Exp,2019,1,4,1,149.57,10.457746478873242,149.57,10.457746478873242
Tempe,10E,Hayden Lib Exp,2019,1,4,2,149.98,9.366197183098594,149.98,9.366197183098594
Tempe,10E,Hayden Lib Exp,2019,1,4,3,148.94,9.190140845070422,148.94,9.190140845070422
Tempe,10E,Hayden Lib Exp,2019,1,4,4,151.86,9.15492957746479,151.86,9.15492957746479
Tempe,10E,Hayden Lib Exp,2019,1,4,5,159.55,8.626760563380284,159.55,8.626760563380284
Tempe,10E,Hayden Lib Exp,2019,1,4,6,171.1,8.380281690140848,171.1,8.380281690140848
Tempe,10E,Hayden Lib Exp,2019,1,4,7,172.0,8.69718309859155,172.0,8.69718309859155
Tempe,10E,Hayden Lib Exp,2019,1,4,8,160.7,8.732394366197184,160.7,8.732394366197184
Tempe,10E,Hayden Lib Exp,2019,1,4,9,101.75,8.098591549295774,101.75,8.098591549295774
Tempe,10E,Hayden Lib Exp,2019,1,4,10,49.06,12.042253521126762,49.06,12.042253521126762
Tempe,10E,Hayden Lib Exp,2019,1,4,11,24.63,19.22535211267606,24.63,19.22535211267606
Tempe,10E,Hayden Lib Exp,2019,1,4,12,19.91,26.79577464788733,19.91,26.79577464788733
Tempe,10E,Hayden Lib Exp,2019,1,4,13,19.55,36.232394366197184,19.55,36.232394366197184
Tempe,10E,Hayden Lib Exp,2019,1,4,14,24.16,49.049295774647895,24.16,49.049295774647895
Tempe,10E,Hayden Lib Exp,2019,1,4,15,54.94,47.78169014084508,54.94,47.78169014084508
Tempe,10E,Hayden Lib Exp,2019,1,4,16,111.94,45.84507042253522,111.94,45.84507042253522
Tempe,10E,Hayden Lib Exp,2019,1,4,17,145.79,39.33098591549296,145.79,39.33098591549296
Tempe,10E,Hayden Lib Exp,2019,1,4,18,148.61,31.021126760563394,148.61,31.021126760563394
Tempe,10E,Hayden Lib Exp,2019,1,4,19,138.1,17.183098591549292,138.1,17.183098591549292
Tempe,10E,Hayden Lib Exp,2019,1,4,20,141.32,17.5,141.32,17.5
Tempe,10E,Hayden Lib Exp,2019,1,4,21,139.57,16.26760563380282,139.57,16.26760563380282
Tempe,10E,Hayden Lib Exp,2019,1,4,22,139.4,15.528169014084511,139.4,15.528169014084511
Tempe,10E,Hayden Lib Exp,2019,1,4,23,141.34,15.669014084507046,141.34,15.669014084507046
Tempe,10E,Hayden Lib Exp,2019,1,5,0,139.7,15.704225352112678,139.7,15.704225352112678
Tempe,10E,Hayden Lib Exp,2019,1,5,1,143.46,12.464788732394366,143.46,12.464788732394366
Tempe,10E,Hayden Lib Exp,2019,1,5,2,142.9,12.147887323943666,142.9,12.147887323943666
Tempe,10E,Hayden Lib Exp,2019,1,5,3,143.22,15.176056338028168,143.22,15.176056338028168
Tempe,10E,Hayden Lib Exp,2019,1,5,4,144.45,13.13380281690141,144.45,13.13380281690141
Tempe,10E,Hayden Lib Exp,2019,1,5,5,145.88,13.098591549295776,145.88,13.098591549295776
