p,k,db,cp,sp,exemplars,labels
-0.9,4,0.0,0.0,39.67691400850182,[0 1 2 3],[0 1 2 3]
-1.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-2.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-3.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-4.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-5.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-6.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-7.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-8.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-9.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-10.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-11.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-12.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-13.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-14.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-15.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-16.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-17.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-18.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-19.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-20.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-21.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-22.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-23.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-24.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-25.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-26.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-27.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-28.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-29.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-30.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-31.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-32.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-33.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-34.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-35.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-36.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-37.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-38.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-39.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-40.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-41.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-42.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-43.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-44.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-45.9,4,1.0091100555331218,0.4342697270004534,39.67691400850182,[0 1 2 3],[2 1 0 3]
-46.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-47.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-48.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-49.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-50.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-51.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-52.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-53.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-54.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-55.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-56.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-57.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-58.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-59.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-60.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-61.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-62.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-63.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-64.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-65.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-66.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
-67.9,4,2.0,11.929973603920867,39.67691400850182,[0 1 2 3],[2 3 0 1]
